"","series","ts","value","max","twd","gro_yr","frost","flags","version","yr","gro_tot"
"1","655",2018-11-05 16:00:00,3118,3118,0,0,FALSE,NA,"0.1.4","2018",0
"2","655",2018-11-05 17:00:00,3118,3118,0,0,FALSE,NA,"0.1.4","2018",0
"3","655",2018-11-05 18:00:00,3119,3119,0,1,FALSE,NA,"0.1.4","2018",1
"4","655",2018-11-05 19:00:00,3118,3119,1,1,FALSE,NA,"0.1.4","2018",1
"5","655",2018-11-05 20:00:00,3118,3119,1,1,FALSE,NA,"0.1.4","2018",1
"6","655",2018-11-05 21:00:00,3118,3119,1,1,FALSE,NA,"0.1.4","2018",1
"7","655",2018-11-05 22:00:00,3166,3166,0,48,FALSE,NA,"0.1.4","2018",48
"8","655",2018-11-05 23:00:00,3166,3166,0,48,FALSE,NA,"0.1.4","2018",48
"9","655",2018-11-06,3166,3166,0,48,FALSE,NA,"0.1.4","2018",48
"10","655",2018-11-06 01:00:00,3166,3166,0,48,FALSE,NA,"0.1.4","2018",48
"11","655",2018-11-06 02:00:00,3166,3166,0,48,FALSE,NA,"0.1.4","2018",48
"12","655",2018-11-06 03:00:00,3166,3166,0,48,FALSE,NA,"0.1.4","2018",48
"13","655",2018-11-06 04:00:00,3166,3166,0,48,FALSE,NA,"0.1.4","2018",48
"14","655",2018-11-06 05:00:00,3166,3166,0,48,FALSE,NA,"0.1.4","2018",48
"15","655",2018-11-06 06:00:00,3166,3166,0,48,FALSE,NA,"0.1.4","2018",48
"16","655",2018-11-06 07:00:00,3166,3166,0,48,FALSE,NA,"0.1.4","2018",48
"17","655",2018-11-06 08:00:00,3166,3166,0,48,FALSE,NA,"0.1.4","2018",48
"18","655",2018-11-06 09:00:00,3166,3166,0,48,FALSE,NA,"0.1.4","2018",48
"19","655",2018-11-06 10:00:00,3166,3166,0,48,FALSE,NA,"0.1.4","2018",48
"20","655",2018-11-06 11:00:00,3166,3166,0,48,FALSE,NA,"0.1.4","2018",48
"21","655",2018-11-06 12:00:00,3166,3166,0,48,FALSE,NA,"0.1.4","2018",48
"22","655",2018-11-06 13:00:00,3166,3166,0,48,FALSE,NA,"0.1.4","2018",48
"23","655",2018-11-06 14:00:00,3162,3166,4,48,FALSE,NA,"0.1.4","2018",48
"24","655",2018-11-06 15:00:00,3159,3166,7,48,FALSE,NA,"0.1.4","2018",48
"25","655",2018-11-06 16:00:00,3159,3166,7,48,FALSE,NA,"0.1.4","2018",48
"26","655",2018-11-06 17:00:00,3153,3166,13,48,FALSE,NA,"0.1.4","2018",48
"27","655",2018-11-06 18:00:00,3152,3166,14,48,TRUE,NA,"0.1.4","2018",48
"28","655",2018-11-06 19:00:00,3146,3166,20,48,TRUE,NA,"0.1.4","2018",48
"29","655",2018-11-06 20:00:00,3146,3166,20,48,TRUE,NA,"0.1.4","2018",48
"30","655",2018-11-06 21:00:00,3140,3166,26,48,TRUE,NA,"0.1.4","2018",48
"31","655",2018-11-06 22:00:00,3140,3166,26,48,TRUE,NA,"0.1.4","2018",48
"32","655",2018-11-06 23:00:00,3140,3166,26,48,TRUE,NA,"0.1.4","2018",48
"33","655",2018-11-07,3140,3166,26,48,TRUE,NA,"0.1.4","2018",48
"34","655",2018-11-07 01:00:00,3140,3166,26,48,TRUE,NA,"0.1.4","2018",48
"35","655",2018-11-07 02:00:00,3140,3166,26,48,TRUE,NA,"0.1.4","2018",48
"36","655",2018-11-07 03:00:00,3140,3166,26,48,TRUE,NA,"0.1.4","2018",48
"37","655",2018-11-07 04:00:00,3140,3166,26,48,TRUE,NA,"0.1.4","2018",48
"38","655",2018-11-07 05:00:00,3140,3166,26,48,TRUE,NA,"0.1.4","2018",48
"39","655",2018-11-07 06:00:00,3140,3166,26,48,TRUE,NA,"0.1.4","2018",48
"40","655",2018-11-07 07:00:00,3140,3166,26,48,TRUE,NA,"0.1.4","2018",48
"41","655",2018-11-07 08:00:00,3140,3166,26,48,TRUE,NA,"0.1.4","2018",48
"42","655",2018-11-07 09:00:00,3138,3166,28,48,TRUE,NA,"0.1.4","2018",48
"43","655",2018-11-07 10:00:00,3138,3166,28,48,TRUE,NA,"0.1.4","2018",48
"44","655",2018-11-07 11:00:00,3139,3166,27,48,FALSE,NA,"0.1.4","2018",48
"45","655",2018-11-07 12:00:00,3140,3166,26,48,FALSE,NA,"0.1.4","2018",48
"46","655",2018-11-07 13:00:00,3140,3166,26,48,FALSE,NA,"0.1.4","2018",48
"47","655",2018-11-07 14:00:00,3123,3166,43,48,FALSE,NA,"0.1.4","2018",48
"48","655",2018-11-07 15:00:00,3120,3166,46,48,FALSE,NA,"0.1.4","2018",48
"49","655",2018-11-07 16:00:00,3120,3166,46,48,FALSE,NA,"0.1.4","2018",48
"50","655",2018-11-07 17:00:00,3119,3166,47,48,FALSE,NA,"0.1.4","2018",48
"51","655",2018-11-07 18:00:00,3119,3166,47,48,TRUE,NA,"0.1.4","2018",48
"52","655",2018-11-07 19:00:00,3120,3166,46,48,TRUE,NA,"0.1.4","2018",48
"53","655",2018-11-07 20:00:00,3109.5,3166,56.5,48,TRUE,"out1, fill","0.1.4","2018",48
"54","655",2018-11-07 21:00:00,3099,3166,67,48,TRUE,NA,"0.1.4","2018",48
"55","655",2018-11-07 22:00:00,3099,3166,67,48,TRUE,NA,"0.1.4","2018",48
"56","655",2018-11-07 23:00:00,3100,3166,66,48,TRUE,NA,"0.1.4","2018",48
"57","655",2018-11-08,3100,3166,66,48,TRUE,NA,"0.1.4","2018",48
"58","655",2018-11-08 01:00:00,3100,3166,66,48,TRUE,NA,"0.1.4","2018",48
"59","655",2018-11-08 02:00:00,3100,3166,66,48,TRUE,NA,"0.1.4","2018",48
"60","655",2018-11-08 03:00:00,3100,3166,66,48,TRUE,NA,"0.1.4","2018",48
"61","655",2018-11-08 04:00:00,3100,3166,66,48,TRUE,NA,"0.1.4","2018",48
"62","655",2018-11-08 05:00:00,3100,3166,66,48,TRUE,NA,"0.1.4","2018",48
"63","655",2018-11-08 06:00:00,3100,3166,66,48,TRUE,NA,"0.1.4","2018",48
"64","655",2018-11-08 07:00:00,3100,3166,66,48,TRUE,NA,"0.1.4","2018",48
"65","655",2018-11-08 08:00:00,3099,3166,67,48,TRUE,NA,"0.1.4","2018",48
"66","655",2018-11-08 09:00:00,3100,3166,66,48,TRUE,NA,"0.1.4","2018",48
"67","655",2018-11-08 10:00:00,3101,3166,65,48,TRUE,NA,"0.1.4","2018",48
"68","655",2018-11-08 11:00:00,3107,3166,59,48,TRUE,NA,"0.1.4","2018",48
"69","655",2018-11-08 12:00:00,3107,3166,59,48,FALSE,NA,"0.1.4","2018",48
"70","655",2018-11-08 13:00:00,3107,3166,59,48,FALSE,NA,"0.1.4","2018",48
"71","655",2018-11-08 14:00:00,3107,3166,59,48,FALSE,NA,"0.1.4","2018",48
"72","655",2018-11-08 15:00:00,3106,3166,60,48,FALSE,NA,"0.1.4","2018",48
"73","655",2018-11-08 16:00:00,3106,3166,60,48,FALSE,NA,"0.1.4","2018",48
"74","655",2018-11-08 17:00:00,3106,3166,60,48,FALSE,NA,"0.1.4","2018",48
"75","655",2018-11-08 18:00:00,3106,3166,60,48,TRUE,NA,"0.1.4","2018",48
"76","655",2018-11-08 19:00:00,3106,3166,60,48,TRUE,NA,"0.1.4","2018",48
"77","655",2018-11-08 20:00:00,3106,3166,60,48,TRUE,NA,"0.1.4","2018",48
"78","655",2018-11-08 21:00:00,3106,3166,60,48,TRUE,NA,"0.1.4","2018",48
"79","655",2018-11-08 22:00:00,3107,3166,59,48,TRUE,NA,"0.1.4","2018",48
"80","655",2018-11-08 23:00:00,3107,3166,59,48,TRUE,NA,"0.1.4","2018",48
"81","655",2018-11-09,3107,3166,59,48,TRUE,NA,"0.1.4","2018",48
"82","655",2018-11-09 01:00:00,3107,3166,59,48,TRUE,NA,"0.1.4","2018",48
"83","655",2018-11-09 02:00:00,3107,3166,59,48,TRUE,NA,"0.1.4","2018",48
"84","655",2018-11-09 03:00:00,3107,3166,59,48,TRUE,NA,"0.1.4","2018",48
"85","655",2018-11-09 04:00:00,3107,3166,59,48,TRUE,NA,"0.1.4","2018",48
"86","655",2018-11-09 05:00:00,3106,3166,60,48,TRUE,NA,"0.1.4","2018",48
"87","655",2018-11-09 06:00:00,3107,3166,59,48,TRUE,NA,"0.1.4","2018",48
"88","655",2018-11-09 07:00:00,3106,3166,60,48,TRUE,NA,"0.1.4","2018",48
"89","655",2018-11-09 08:00:00,3113,3166,53,48,TRUE,NA,"0.1.4","2018",48
"90","655",2018-11-09 09:00:00,3120,3166,46,48,TRUE,NA,"0.1.4","2018",48
"91","655",2018-11-09 10:00:00,3127,3166,39,48,TRUE,"out1, fill","0.1.4","2018",48
"92","655",2018-11-09 11:00:00,3134,3166,32,48,TRUE,NA,"0.1.4","2018",48
"93","655",2018-11-09 12:00:00,3134,3166,32,48,FALSE,NA,"0.1.4","2018",48
"94","655",2018-11-09 13:00:00,3134,3166,32,48,FALSE,NA,"0.1.4","2018",48
"95","655",2018-11-09 14:00:00,3121,3166,45,48,FALSE,NA,"0.1.4","2018",48
"96","655",2018-11-09 15:00:00,3120,3166,46,48,FALSE,NA,"0.1.4","2018",48
"97","655",2018-11-09 16:00:00,3120,3166,46,48,FALSE,NA,"0.1.4","2018",48
"98","655",2018-11-09 17:00:00,3120,3166,46,48,FALSE,NA,"0.1.4","2018",48
"99","655",2018-11-09 18:00:00,3120,3166,46,48,FALSE,NA,"0.1.4","2018",48
"100","655",2018-11-09 19:00:00,3120,3166,46,48,FALSE,NA,"0.1.4","2018",48
"101","655",2018-11-09 20:00:00,3120,3166,46,48,FALSE,NA,"0.1.4","2018",48
"102","655",2018-11-09 21:00:00,3120,3166,46,48,TRUE,NA,"0.1.4","2018",48
"103","655",2018-11-09 22:00:00,3120,3166,46,48,TRUE,NA,"0.1.4","2018",48
"104","655",2018-11-09 23:00:00,3120,3166,46,48,TRUE,NA,"0.1.4","2018",48
"105","655",2018-11-10,3120,3166,46,48,TRUE,NA,"0.1.4","2018",48
"106","655",2018-11-10 01:00:00,3114,3166,52,48,TRUE,NA,"0.1.4","2018",48
"107","655",2018-11-10 02:00:00,3114,3166,52,48,TRUE,NA,"0.1.4","2018",48
"108","655",2018-11-10 03:00:00,3114,3166,52,48,TRUE,NA,"0.1.4","2018",48
"109","655",2018-11-10 04:00:00,3114,3166,52,48,TRUE,NA,"0.1.4","2018",48
"110","655",2018-11-10 05:00:00,3114,3166,52,48,TRUE,NA,"0.1.4","2018",48
"111","655",2018-11-10 06:00:00,3114,3166,52,48,TRUE,NA,"0.1.4","2018",48
"112","655",2018-11-10 07:00:00,3114,3166,52,48,TRUE,NA,"0.1.4","2018",48
"113","655",2018-11-10 08:00:00,3114,3166,52,48,TRUE,NA,"0.1.4","2018",48
"114","655",2018-11-10 09:00:00,3112,3166,54,48,TRUE,NA,"0.1.4","2018",48
"115","655",2018-11-10 10:00:00,3114,3166,52,48,TRUE,NA,"0.1.4","2018",48
"116","655",2018-11-10 11:00:00,3114,3166,52,48,FALSE,NA,"0.1.4","2018",48
