"","ts","value","yr"
"3760",2022-12-30 03:45:00,972,"2022"
"3761",2022-12-30 04:00:00,972,"2022"
"3762",2022-12-30 04:15:00,972,"2022"
"3763",2022-12-30 04:30:00,972,"2022"
"3764",2022-12-30 04:45:00,972,"2022"
"3765",2022-12-30 05:00:00,972,"2022"
"3766",2022-12-30 05:15:00,972,"2022"
"3767",2022-12-30 05:30:00,972,"2022"
"3768",2022-12-30 05:45:00,972,"2022"
"3769",2022-12-30 06:00:00,972,"2022"
"3770",2022-12-30 06:15:00,972,"2022"
"3771",2022-12-30 06:30:00,972,"2022"
"3772",2022-12-30 06:45:00,972,"2022"
"3773",2022-12-30 07:00:00,972,"2022"
"3774",2022-12-30 07:15:00,972,"2022"
"3775",2022-12-30 07:30:00,972,"2022"
"3776",2022-12-30 07:45:00,972,"2022"
"3777",2022-12-30 08:00:00,972,"2022"
"3778",2022-12-30 08:15:00,972,"2022"
"3779",2022-12-30 08:30:00,972,"2022"
"3780",2022-12-30 08:45:00,972,"2022"
"3781",2022-12-30 09:00:00,972,"2022"
"3782",2022-12-30 09:15:00,972,"2022"
"3783",2022-12-30 09:30:00,972,"2022"
"3784",2022-12-30 09:45:00,972,"2022"
"3785",2022-12-30 10:00:00,972,"2022"
"3786",2022-12-30 10:15:00,972,"2022"
"3787",2022-12-30 10:30:00,972,"2022"
"3788",2022-12-30 10:45:00,972,"2022"
"3789",2022-12-30 11:00:00,972,"2022"
"3790",2022-12-30 11:15:00,972,"2022"
"3791",2022-12-30 11:30:00,972,"2022"
"3792",2022-12-30 11:45:00,972,"2022"
"3793",2022-12-30 12:00:00,972,"2022"
"3794",2022-12-30 12:15:00,972,"2022"
"3795",2022-12-30 12:30:00,972,"2022"
"3796",2022-12-30 12:45:00,972,"2022"
"3797",2022-12-30 13:00:00,972,"2022"
"3798",2022-12-30 13:15:00,972,"2022"
"3799",2022-12-30 13:30:00,972,"2022"
"3800",2022-12-30 13:45:00,972,"2022"
"3801",2022-12-30 14:00:00,972,"2022"
"3802",2022-12-30 14:15:00,972,"2022"
"3803",2022-12-30 14:30:00,972,"2022"
"3804",2022-12-30 14:45:00,972,"2022"
"3805",2022-12-30 15:00:00,972,"2022"
"3806",2022-12-30 15:15:00,972,"2022"
"3807",2022-12-30 15:30:00,972,"2022"
"3808",2022-12-30 15:45:00,972,"2022"
"3809",2022-12-30 16:00:00,972,"2022"
"3810",2022-12-30 16:15:00,972,"2022"
"3811",2022-12-30 16:30:00,972,"2022"
"3812",2022-12-30 16:45:00,972,"2022"
"3813",2022-12-30 17:00:00,972,"2022"
"3814",2022-12-30 17:15:00,972,"2022"
"3815",2022-12-30 17:30:00,972,"2022"
"3816",2022-12-30 17:45:00,972,"2022"
"3817",2022-12-30 18:00:00,972,"2022"
"3818",2022-12-30 18:15:00,972,"2022"
"3819",2022-12-30 18:30:00,972,"2022"
"3820",2022-12-30 18:45:00,972,"2022"
"3821",2022-12-30 19:00:00,972,"2022"
"3822",2022-12-30 19:15:00,972,"2022"
"3823",2022-12-30 19:30:00,972,"2022"
"3824",2022-12-30 19:45:00,972,"2022"
"3825",2022-12-30 20:00:00,972,"2022"
"3826",2022-12-30 20:15:00,972,"2022"
"3827",2022-12-30 20:30:00,972,"2022"
"3828",2022-12-30 20:45:00,972,"2022"
"3829",2022-12-30 21:00:00,972,"2022"
"3830",2022-12-30 21:15:00,972,"2022"
"3831",2022-12-30 21:30:00,972,"2022"
"3832",2022-12-30 21:45:00,972,"2022"
"3833",2022-12-30 22:00:00,972,"2022"
"3834",2022-12-30 22:15:00,972,"2022"
"3835",2022-12-30 22:30:00,972,"2022"
"3836",2022-12-30 22:45:00,972,"2022"
"3837",2022-12-30 23:00:00,972,"2022"
"3838",2022-12-30 23:15:00,972,"2022"
"3839",2022-12-30 23:30:00,972,"2022"
"3840",2022-12-30 23:45:00,972,"2022"
"3841",2022-12-31,972,"2022"
"3842",2022-12-31 00:15:00,972,"2022"
"3843",2022-12-31 00:30:00,972,"2022"
"3844",2022-12-31 00:45:00,972,"2022"
"3845",2022-12-31 01:00:00,972,"2022"
"3846",2022-12-31 01:15:00,972,"2022"
"3847",2022-12-31 01:30:00,972,"2022"
"3848",2022-12-31 01:45:00,972,"2022"
"3849",2022-12-31 02:00:00,972,"2022"
"3850",2022-12-31 02:15:00,972,"2022"
"3851",2022-12-31 02:30:00,972,"2022"
"3852",2022-12-31 02:45:00,972,"2022"
"3853",2022-12-31 03:00:00,972,"2022"
"3854",2022-12-31 03:15:00,972,"2022"
"3855",2022-12-31 03:30:00,972,"2022"
"3856",2022-12-31 03:45:00,972,"2022"
"3857",2022-12-31 04:00:00,972,"2022"
"3858",2022-12-31 04:15:00,972,"2022"
"3859",2022-12-31 04:30:00,972,"2022"
"3860",2022-12-31 04:45:00,972,"2022"
"3861",2022-12-31 05:00:00,972,"2022"
"3862",2022-12-31 05:15:00,972,"2022"
"3863",2022-12-31 05:30:00,972,"2022"
"3864",2022-12-31 05:45:00,972,"2022"
"3865",2022-12-31 06:00:00,972,"2022"
"3866",2022-12-31 06:15:00,972,"2022"
"3867",2022-12-31 06:30:00,972,"2022"
"3868",2022-12-31 06:45:00,972,"2022"
"3869",2022-12-31 07:00:00,972,"2022"
"3870",2022-12-31 07:15:00,972,"2022"
"3871",2022-12-31 07:30:00,972,"2022"
"3872",2022-12-31 07:45:00,972,"2022"
"3873",2022-12-31 08:00:00,972,"2022"
"3874",2022-12-31 08:15:00,972,"2022"
"3875",2022-12-31 08:30:00,972,"2022"
"3876",2022-12-31 08:45:00,972,"2022"
"3877",2022-12-31 09:00:00,972,"2022"
"3878",2022-12-31 09:15:00,972,"2022"
"3879",2022-12-31 09:30:00,972,"2022"
"3880",2022-12-31 09:45:00,972,"2022"
"3881",2022-12-31 10:00:00,972,"2022"
"3882",2022-12-31 10:15:00,972,"2022"
"3883",2022-12-31 10:30:00,972,"2022"
"3884",2022-12-31 10:45:00,972,"2022"
"3885",2022-12-31 11:00:00,972,"2022"
"3886",2022-12-31 11:15:00,972,"2022"
"3887",2022-12-31 11:30:00,972,"2022"
"3888",2022-12-31 11:45:00,972,"2022"
"3889",2022-12-31 12:00:00,972,"2022"
"3890",2022-12-31 12:15:00,972,"2022"
"3891",2022-12-31 12:30:00,972,"2022"
"3892",2022-12-31 12:45:00,972,"2022"
"3893",2022-12-31 13:00:00,972,"2022"
"3894",2022-12-31 13:15:00,972,"2022"
"3895",2022-12-31 13:30:00,972,"2022"
"3896",2022-12-31 13:45:00,972,"2022"
"3897",2022-12-31 14:00:00,972,"2022"
"3898",2022-12-31 14:15:00,972,"2022"
"3899",2022-12-31 14:30:00,972,"2022"
"3900",2022-12-31 14:45:00,972,"2022"
"3901",2022-12-31 15:00:00,972,"2022"
"3902",2022-12-31 15:15:00,972,"2022"
"3903",2022-12-31 15:30:00,972,"2022"
"3904",2022-12-31 15:45:00,972,"2022"
"3905",2022-12-31 16:00:00,972,"2022"
"3906",2022-12-31 16:15:00,972,"2022"
"3907",2022-12-31 16:30:00,972,"2022"
"3908",2022-12-31 16:45:00,972,"2022"
"3909",2022-12-31 17:00:00,972,"2022"
"3910",2022-12-31 17:15:00,972,"2022"
"3911",2022-12-31 17:30:00,972,"2022"
"3912",2022-12-31 17:45:00,972,"2022"
"3913",2022-12-31 18:00:00,972,"2022"
"3914",2022-12-31 18:15:00,972,"2022"
"3915",2022-12-31 18:30:00,972,"2022"
"3916",2022-12-31 18:45:00,972,"2022"
"3917",2022-12-31 19:00:00,972,"2022"
"3918",2022-12-31 19:15:00,972,"2022"
"3919",2022-12-31 19:30:00,972,"2022"
"3920",2022-12-31 19:45:00,972,"2022"
"3921",2022-12-31 20:00:00,972,"2022"
"3922",2022-12-31 20:15:00,972,"2022"
"3923",2022-12-31 20:30:00,972,"2022"
"3924",2022-12-31 20:45:00,972,"2022"
"3925",2022-12-31 21:00:00,972,"2022"
"3926",2022-12-31 21:15:00,972,"2022"
"3927",2022-12-31 21:30:00,972,"2022"
"3928",2022-12-31 21:45:00,972,"2022"
"3929",2022-12-31 22:00:00,972,"2022"
"3930",2022-12-31 22:15:00,972,"2022"
"3931",2022-12-31 22:30:00,972,"2022"
"3932",2022-12-31 22:45:00,972,"2022"
"3933",2022-12-31 23:00:00,972,"2022"
"3934",2022-12-31 23:15:00,972,"2022"
"3935",2022-12-31 23:30:00,972,"2022"
"3936",2022-12-31 23:45:00,972,"2022"
"3937",2023-01-01,972,"2023"
"3938",2023-01-01 00:15:00,972,"2023"
"3939",2023-01-01 00:30:00,972,"2023"
"3940",2023-01-01 00:45:00,972,"2023"
"3941",2023-01-01 01:00:00,972,"2023"
"3942",2023-01-01 01:15:00,972,"2023"
"3943",2023-01-01 01:30:00,972,"2023"
"3944",2023-01-01 01:45:00,972,"2023"
"3945",2023-01-01 02:00:00,972,"2023"
"3946",2023-01-01 02:15:00,972,"2023"
"3947",2023-01-01 02:30:00,972,"2023"
"3948",2023-01-01 02:45:00,972,"2023"
"3949",2023-01-01 03:00:00,972,"2023"
"3950",2023-01-01 03:15:00,972,"2023"
"3951",2023-01-01 03:30:00,972,"2023"
"3952",2023-01-01 03:45:00,972,"2023"
"3953",2023-01-01 04:00:00,972,"2023"
"3954",2023-01-01 04:15:00,972,"2023"
"3955",2023-01-01 04:30:00,972,"2023"
"3956",2023-01-01 04:45:00,972,"2023"
"3957",2023-01-01 05:00:00,972,"2023"
"3958",2023-01-01 05:15:00,972,"2023"
"3959",2023-01-01 05:30:00,972,"2023"
"3960",2023-01-01 05:45:00,972,"2023"
"3961",2023-01-01 06:00:00,972,"2023"
"3962",2023-01-01 06:15:00,972,"2023"
"3963",2023-01-01 06:30:00,972,"2023"
"3964",2023-01-01 06:45:00,972,"2023"
"3965",2023-01-01 07:00:00,972,"2023"
"3966",2023-01-01 07:15:00,972,"2023"
"3967",2023-01-01 07:30:00,972,"2023"
"3968",2023-01-01 07:45:00,972,"2023"
"3969",2023-01-01 08:00:00,972,"2023"
"3970",2023-01-01 08:15:00,972,"2023"
"3971",2023-01-01 08:30:00,972,"2023"
"3972",2023-01-01 08:45:00,972,"2023"
"3973",2023-01-01 09:00:00,972,"2023"
"3974",2023-01-01 09:15:00,972,"2023"
"3975",2023-01-01 09:30:00,972,"2023"
"3976",2023-01-01 09:45:00,972,"2023"
"3977",2023-01-01 10:00:00,972,"2023"
"3978",2023-01-01 10:15:00,972,"2023"
"3979",2023-01-01 10:30:00,972,"2023"
"3980",2023-01-01 10:45:00,972,"2023"
"3981",2023-01-01 11:00:00,972,"2023"
"3982",2023-01-01 11:15:00,972,"2023"
"3983",2023-01-01 11:30:00,972,"2023"
"3984",2023-01-01 11:45:00,972,"2023"
"3985",2023-01-01 12:00:00,972,"2023"
"3986",2023-01-01 12:15:00,972,"2023"
"3987",2023-01-01 12:30:00,972,"2023"
"3988",2023-01-01 12:45:00,972,"2023"
"3989",2023-01-01 13:00:00,972,"2023"
"3990",2023-01-01 13:15:00,972,"2023"
"3991",2023-01-01 13:30:00,972,"2023"
"3992",2023-01-01 13:45:00,972,"2023"
"3993",2023-01-01 14:00:00,972,"2023"
"3994",2023-01-01 14:15:00,972,"2023"
"3995",2023-01-01 14:30:00,972,"2023"
"3996",2023-01-01 14:45:00,972,"2023"
"3997",2023-01-01 15:00:00,972,"2023"
"3998",2023-01-01 15:15:00,972,"2023"
"3999",2023-01-01 15:30:00,972,"2023"
"4000",2023-01-01 15:45:00,972,"2023"
"4001",2023-01-01 16:00:00,972,"2023"
"4002",2023-01-01 16:15:00,972,"2023"
"4003",2023-01-01 16:30:00,972,"2023"
"4004",2023-01-01 16:45:00,972,"2023"
"4005",2023-01-01 17:00:00,972,"2023"
"4006",2023-01-01 17:15:00,972,"2023"
"4007",2023-01-01 17:30:00,972,"2023"
"4008",2023-01-01 17:45:00,972,"2023"
"4009",2023-01-01 18:00:00,972,"2023"
"4010",2023-01-01 18:15:00,972,"2023"
"4011",2023-01-01 18:30:00,972,"2023"
"4012",2023-01-01 18:45:00,972,"2023"
"4013",2023-01-01 19:00:00,972,"2023"
"4014",2023-01-01 19:15:00,972,"2023"
"4015",2023-01-01 19:30:00,972,"2023"
"4016",2023-01-01 19:45:00,972,"2023"
"4017",2023-01-01 20:00:00,972,"2023"
"4018",2023-01-01 20:15:00,972,"2023"
"4019",2023-01-01 20:30:00,972,"2023"
"4020",2023-01-01 20:45:00,972,"2023"
"4021",2023-01-01 21:00:00,972,"2023"
"4022",2023-01-01 21:15:00,972,"2023"
"4023",2023-01-01 21:30:00,972,"2023"
"4024",2023-01-01 21:45:00,972,"2023"
"4025",2023-01-01 22:00:00,972,"2023"
"4026",2023-01-01 22:15:00,972,"2023"
"4027",2023-01-01 22:30:00,972,"2023"
"4028",2023-01-01 22:45:00,972,"2023"
"4029",2023-01-01 23:00:00,972,"2023"
"4030",2023-01-01 23:15:00,972,"2023"
"4031",2023-01-01 23:30:00,972,"2023"
"4032",2023-01-01 23:45:00,972,"2023"
"4033",2023-01-02,972,"2023"
"4034",2023-01-02 00:15:00,972,"2023"
"4035",2023-01-02 00:30:00,972,"2023"
"4036",2023-01-02 00:45:00,972,"2023"
"4037",2023-01-02 01:00:00,972,"2023"
"4038",2023-01-02 01:15:00,972,"2023"
"4039",2023-01-02 01:30:00,972,"2023"
"4040",2023-01-02 01:45:00,972,"2023"
"4041",2023-01-02 02:00:00,972,"2023"
"4042",2023-01-02 02:15:00,972,"2023"
"4043",2023-01-02 02:30:00,972,"2023"
"4044",2023-01-02 02:45:00,972,"2023"
"4045",2023-01-02 03:00:00,972,"2023"
"4046",2023-01-02 03:15:00,972,"2023"
"4047",2023-01-02 03:30:00,972,"2023"
"4048",2023-01-02 03:45:00,972,"2023"
"4049",2023-01-02 04:00:00,972,"2023"
"4050",2023-01-02 04:15:00,972,"2023"
"4051",2023-01-02 04:30:00,972,"2023"
"4052",2023-01-02 04:45:00,972,"2023"
"4053",2023-01-02 05:00:00,972,"2023"
"4054",2023-01-02 05:15:00,972,"2023"
"4055",2023-01-02 05:30:00,972,"2023"
"4056",2023-01-02 05:45:00,972,"2023"
"4057",2023-01-02 06:00:00,972,"2023"
"4058",2023-01-02 06:15:00,972,"2023"
"4059",2023-01-02 06:30:00,972,"2023"
"4060",2023-01-02 06:45:00,972,"2023"
"4061",2023-01-02 07:00:00,972,"2023"
"4062",2023-01-02 07:15:00,972,"2023"
"4063",2023-01-02 07:30:00,972,"2023"
"4064",2023-01-02 07:45:00,972,"2023"
"4065",2023-01-02 08:00:00,972,"2023"
"4066",2023-01-02 08:15:00,972,"2023"
"4067",2023-01-02 08:30:00,972,"2023"
"4068",2023-01-02 08:45:00,972,"2023"
"4069",2023-01-02 09:00:00,972,"2023"
"4070",2023-01-02 09:15:00,972,"2023"
"4071",2023-01-02 09:30:00,972,"2023"
"4072",2023-01-02 09:45:00,972,"2023"
"4073",2023-01-02 10:00:00,972,"2023"
"4074",2023-01-02 10:15:00,972,"2023"
"4075",2023-01-02 10:30:00,972,"2023"
"4076",2023-01-02 10:45:00,972,"2023"
"4077",2023-01-02 11:00:00,972,"2023"
"4078",2023-01-02 11:15:00,972,"2023"
"4079",2023-01-02 11:30:00,972,"2023"
"4080",2023-01-02 11:45:00,972,"2023"
"4081",2023-01-02 12:00:00,972,"2023"
"4082",2023-01-02 12:15:00,972,"2023"
"4083",2023-01-02 12:30:00,972,"2023"
"4084",2023-01-02 12:45:00,972,"2023"
"4085",2023-01-02 13:00:00,972,"2023"
"4086",2023-01-02 13:15:00,972,"2023"
"4087",2023-01-02 13:30:00,972,"2023"
"4088",2023-01-02 13:45:00,972,"2023"
"4089",2023-01-02 14:00:00,972,"2023"
"4090",2023-01-02 14:15:00,972,"2023"
"4091",2023-01-02 14:30:00,972,"2023"
"4092",2023-01-02 14:45:00,972,"2023"
"4093",2023-01-02 15:00:00,972,"2023"
"4094",2023-01-02 15:15:00,972,"2023"
"4095",2023-01-02 15:30:00,972,"2023"
"4096",2023-01-02 15:45:00,972,"2023"
"4097",2023-01-02 16:00:00,972,"2023"
"4098",2023-01-02 16:15:00,972,"2023"
"4099",2023-01-02 16:30:00,972,"2023"
"4100",2023-01-02 16:45:00,972,"2023"
"4101",2023-01-02 17:00:00,972,"2023"
"4102",2023-01-02 17:15:00,972,"2023"
"4103",2023-01-02 17:30:00,972,"2023"
"4104",2023-01-02 17:45:00,972,"2023"
"4105",2023-01-02 18:00:00,972,"2023"
"4106",2023-01-02 18:15:00,972,"2023"
"4107",2023-01-02 18:30:00,972,"2023"
"4108",2023-01-02 18:45:00,972,"2023"
"4109",2023-01-02 19:00:00,972,"2023"
"4110",2023-01-02 19:15:00,972,"2023"
"4111",2023-01-02 19:30:00,972,"2023"
"4112",2023-01-02 19:45:00,972,"2023"
"4113",2023-01-02 20:00:00,972,"2023"
"4114",2023-01-02 20:15:00,972,"2023"
"4115",2023-01-02 20:30:00,972,"2023"
"4116",2023-01-02 20:45:00,972,"2023"
"4117",2023-01-02 21:00:00,972,"2023"
"4118",2023-01-02 21:15:00,972,"2023"
"4119",2023-01-02 21:30:00,972,"2023"
"4120",2023-01-02 21:45:00,972,"2023"
"4121",2023-01-02 22:00:00,972,"2023"
"4122",2023-01-02 22:15:00,972,"2023"
"4123",2023-01-02 22:30:00,972,"2023"
"4124",2023-01-02 22:45:00,972,"2023"
"4125",2023-01-02 23:00:00,972,"2023"
"4126",2023-01-02 23:15:00,972,"2023"
"4127",2023-01-02 23:30:00,972,"2023"
"4128",2023-01-02 23:45:00,972,"2023"
"4129",2023-01-03,972,"2023"
"4130",2023-01-03 00:15:00,972,"2023"
"4131",2023-01-03 00:30:00,972,"2023"
"4132",2023-01-03 00:45:00,972,"2023"
"4133",2023-01-03 01:00:00,972,"2023"
"4134",2023-01-03 01:15:00,972,"2023"
"4135",2023-01-03 01:30:00,972,"2023"
"4136",2023-01-03 01:45:00,972,"2023"
"4137",2023-01-03 02:00:00,972,"2023"
"4138",2023-01-03 02:15:00,972,"2023"
"4139",2023-01-03 02:30:00,972,"2023"
"4140",2023-01-03 02:45:00,972,"2023"
"4141",2023-01-03 03:00:00,972,"2023"
"4142",2023-01-03 03:15:00,972,"2023"
"4143",2023-01-03 03:30:00,972,"2023"
"4144",2023-01-03 03:45:00,972,"2023"
"4145",2023-01-03 04:00:00,972,"2023"
"4146",2023-01-03 04:15:00,972,"2023"
"4147",2023-01-03 04:30:00,972,"2023"
"4148",2023-01-03 04:45:00,972,"2023"
"4149",2023-01-03 05:00:00,972,"2023"
"4150",2023-01-03 05:15:00,972,"2023"
"4151",2023-01-03 05:30:00,972,"2023"
"4152",2023-01-03 05:45:00,972,"2023"
"4153",2023-01-03 06:00:00,972,"2023"
"4154",2023-01-03 06:15:00,972,"2023"
"4155",2023-01-03 06:30:00,972,"2023"
"4156",2023-01-03 06:45:00,972,"2023"
"4157",2023-01-03 07:00:00,972,"2023"
"4158",2023-01-03 07:15:00,972,"2023"
"4159",2023-01-03 07:30:00,972,"2023"
"4160",2023-01-03 07:45:00,972,"2023"
"4161",2023-01-03 08:00:00,972,"2023"
"4162",2023-01-03 08:15:00,972,"2023"
"4163",2023-01-03 08:30:00,972,"2023"
"4164",2023-01-03 08:45:00,972,"2023"
"4165",2023-01-03 09:00:00,972,"2023"
"4166",2023-01-03 09:15:00,972,"2023"
"4167",2023-01-03 09:30:00,972,"2023"
"4168",2023-01-03 09:45:00,972,"2023"
"4169",2023-01-03 10:00:00,972,"2023"
"4170",2023-01-03 10:15:00,972,"2023"
"4171",2023-01-03 10:30:00,972,"2023"
"4172",2023-01-03 10:45:00,972,"2023"
"4173",2023-01-03 11:00:00,972,"2023"
"4174",2023-01-03 11:15:00,972,"2023"
"4175",2023-01-03 11:30:00,972,"2023"
"4176",2023-01-03 11:45:00,972,"2023"
"4177",2023-01-03 12:00:00,972,"2023"
"4178",2023-01-03 12:15:00,972,"2023"
"4179",2023-01-03 12:30:00,972,"2023"
"4180",2023-01-03 12:45:00,972,"2023"
"4181",2023-01-03 13:00:00,972,"2023"
"4182",2023-01-03 13:15:00,972,"2023"
"4183",2023-01-03 13:30:00,972,"2023"
"4184",2023-01-03 13:45:00,972,"2023"
"4185",2023-01-03 14:00:00,972,"2023"
"4186",2023-01-03 14:15:00,972,"2023"
"4187",2023-01-03 14:30:00,972,"2023"
"4188",2023-01-03 14:45:00,972,"2023"
"4189",2023-01-03 15:00:00,972,"2023"
"4190",2023-01-03 15:15:00,972,"2023"
"4191",2023-01-03 15:30:00,972,"2023"
"4192",2023-01-03 15:45:00,972,"2023"
"4193",2023-01-03 16:00:00,972,"2023"
"4194",2023-01-03 16:15:00,972,"2023"
"4195",2023-01-03 16:30:00,972,"2023"
"4196",2023-01-03 16:45:00,972,"2023"
"4197",2023-01-03 17:00:00,972,"2023"
"4198",2023-01-03 17:15:00,972,"2023"
"4199",2023-01-03 17:30:00,972,"2023"
"4200",2023-01-03 17:45:00,972,"2023"
"4201",2023-01-03 18:00:00,972,"2023"
"4202",2023-01-03 18:15:00,972,"2023"
"4203",2023-01-03 18:30:00,972,"2023"
"4204",2023-01-03 18:45:00,972,"2023"
"4205",2023-01-03 19:00:00,972,"2023"
"4206",2023-01-03 19:15:00,972,"2023"
"4207",2023-01-03 19:30:00,972,"2023"
"4208",2023-01-03 19:45:00,972,"2023"
"4209",2023-01-03 20:00:00,972,"2023"
"4210",2023-01-03 20:15:00,972,"2023"
"4211",2023-01-03 20:30:00,972,"2023"
"4212",2023-01-03 20:45:00,972,"2023"
"4213",2023-01-03 21:00:00,972,"2023"
"4214",2023-01-03 21:15:00,972,"2023"
"4215",2023-01-03 21:30:00,972,"2023"
"4216",2023-01-03 21:45:00,972,"2023"
"4217",2023-01-03 22:00:00,972,"2023"
"4218",2023-01-03 22:15:00,972,"2023"
"4219",2023-01-03 22:30:00,972,"2023"
"4220",2023-01-03 22:45:00,972,"2023"
"4221",2023-01-03 23:00:00,972,"2023"
"4222",2023-01-03 23:15:00,972,"2023"
"4223",2023-01-03 23:30:00,972,"2023"
"4224",2023-01-03 23:45:00,972,"2023"
"4225",2023-01-04,972,"2023"
"4226",2023-01-04 00:15:00,972,"2023"
"4227",2023-01-04 00:30:00,972,"2023"
"4228",2023-01-04 00:45:00,972,"2023"
"4229",2023-01-04 01:00:00,972,"2023"
"4230",2023-01-04 01:15:00,972,"2023"
"4231",2023-01-04 01:30:00,972,"2023"
"4232",2023-01-04 01:45:00,972,"2023"
"4233",2023-01-04 02:00:00,972,"2023"
"4234",2023-01-04 02:15:00,972,"2023"
"4235",2023-01-04 02:30:00,972,"2023"
"4236",2023-01-04 02:45:00,972,"2023"
"4237",2023-01-04 03:00:00,972,"2023"
"4238",2023-01-04 03:15:00,972,"2023"
"4239",2023-01-04 03:30:00,972,"2023"
"4240",2023-01-04 03:45:00,972,"2023"
"4241",2023-01-04 04:00:00,972,"2023"
"4242",2023-01-04 04:15:00,972,"2023"
"4243",2023-01-04 04:30:00,972,"2023"
"4244",2023-01-04 04:45:00,972,"2023"
"4245",2023-01-04 05:00:00,972,"2023"
"4246",2023-01-04 05:15:00,972,"2023"
"4247",2023-01-04 05:30:00,972,"2023"
"4248",2023-01-04 05:45:00,972,"2023"
"4249",2023-01-04 06:00:00,972,"2023"
"4250",2023-01-04 06:15:00,972,"2023"
"4251",2023-01-04 06:30:00,972,"2023"
"4252",2023-01-04 06:45:00,972,"2023"
"4253",2023-01-04 07:00:00,972,"2023"
"4254",2023-01-04 07:15:00,972,"2023"
"4255",2023-01-04 07:30:00,972,"2023"
"4256",2023-01-04 07:45:00,972,"2023"
"4257",2023-01-04 08:00:00,972,"2023"
"4258",2023-01-04 08:15:00,972,"2023"
"4259",2023-01-04 08:30:00,972,"2023"
"4260",2023-01-04 08:45:00,972,"2023"
"4261",2023-01-04 09:00:00,972,"2023"
"4262",2023-01-04 09:15:00,972,"2023"
"4263",2023-01-04 09:30:00,972,"2023"
"4264",2023-01-04 09:45:00,972,"2023"
"4265",2023-01-04 10:00:00,972,"2023"
"4266",2023-01-04 10:15:00,972,"2023"
"4267",2023-01-04 10:30:00,972,"2023"
"4268",2023-01-04 10:45:00,972,"2023"
"4269",2023-01-04 11:00:00,972,"2023"
"4270",2023-01-04 11:15:00,972,"2023"
"4271",2023-01-04 11:30:00,972,"2023"
"4272",2023-01-04 11:45:00,972,"2023"
"4273",2023-01-04 12:00:00,972,"2023"
"4274",2023-01-04 12:15:00,972,"2023"
"4275",2023-01-04 12:30:00,972,"2023"
"4276",2023-01-04 12:45:00,972,"2023"
"4277",2023-01-04 13:00:00,972,"2023"
"4278",2023-01-04 13:15:00,972,"2023"
"4279",2023-01-04 13:30:00,972,"2023"
"4280",2023-01-04 13:45:00,972,"2023"
"4281",2023-01-04 14:00:00,972,"2023"
"4282",2023-01-04 14:15:00,972,"2023"
"4283",2023-01-04 14:30:00,972,"2023"
"4284",2023-01-04 14:45:00,972,"2023"
"4285",2023-01-04 15:00:00,972,"2023"
"4286",2023-01-04 15:15:00,972,"2023"
"4287",2023-01-04 15:30:00,972,"2023"
"4288",2023-01-04 15:45:00,972,"2023"
"4289",2023-01-04 16:00:00,972,"2023"
"4290",2023-01-04 16:15:00,972,"2023"
"4291",2023-01-04 16:30:00,972,"2023"
"4292",2023-01-04 16:45:00,972,"2023"
"4293",2023-01-04 17:00:00,972,"2023"
"4294",2023-01-04 17:15:00,972,"2023"
"4295",2023-01-04 17:30:00,972,"2023"
"4296",2023-01-04 17:45:00,972,"2023"
"4297",2023-01-04 18:00:00,972,"2023"
"4298",2023-01-04 18:15:00,972,"2023"
"4299",2023-01-04 18:30:00,972,"2023"
"4300",2023-01-04 18:45:00,972,"2023"
"4301",2023-01-04 19:00:00,972,"2023"
"4302",2023-01-04 19:15:00,972,"2023"
"4303",2023-01-04 19:30:00,972,"2023"
"4304",2023-01-04 19:45:00,972,"2023"
"4305",2023-01-04 20:00:00,972,"2023"
"4306",2023-01-04 20:15:00,972,"2023"
"4307",2023-01-04 20:30:00,972,"2023"
"4308",2023-01-04 20:45:00,972,"2023"
"4309",2023-01-04 21:00:00,972,"2023"
"4310",2023-01-04 21:15:00,972,"2023"
"4311",2023-01-04 21:30:00,972,"2023"
"4312",2023-01-04 21:45:00,972,"2023"
"4313",2023-01-04 22:00:00,972,"2023"
"4314",2023-01-04 22:15:00,972,"2023"
"4315",2023-01-04 22:30:00,972,"2023"
"4316",2023-01-04 22:45:00,972,"2023"
"4317",2023-01-04 23:00:00,972,"2023"
"4318",2023-01-04 23:15:00,972,"2023"
"4319",2023-01-04 23:30:00,972,"2023"
"4320",2023-01-04 23:45:00,972,"2023"
"4321",2023-01-05,972,"2023"
"4322",2023-01-05 00:15:00,972,"2023"
"4323",2023-01-05 00:30:00,972,"2023"
"4324",2023-01-05 00:45:00,972,"2023"
"4325",2023-01-05 01:00:00,972,"2023"
"4326",2023-01-05 01:15:00,972,"2023"
"4327",2023-01-05 01:30:00,972,"2023"
"4328",2023-01-05 01:45:00,972,"2023"
"4329",2023-01-05 02:00:00,972,"2023"
"4330",2023-01-05 02:15:00,972,"2023"
"4331",2023-01-05 02:30:00,972,"2023"
"4332",2023-01-05 02:45:00,972,"2023"
"4333",2023-01-05 03:00:00,972,"2023"
"4334",2023-01-05 03:15:00,972,"2023"
"4335",2023-01-05 03:30:00,972,"2023"
"4336",2023-01-05 03:45:00,972,"2023"
"4337",2023-01-05 04:00:00,972,"2023"
"4338",2023-01-05 04:15:00,972,"2023"
"4339",2023-01-05 04:30:00,972,"2023"
"4340",2023-01-05 04:45:00,972,"2023"
"4341",2023-01-05 05:00:00,972,"2023"
"4342",2023-01-05 05:15:00,972,"2023"
"4343",2023-01-05 05:30:00,972,"2023"
