"","day","DailySum"
"1333","2017-05-25",22.551
"1334","2017-05-26",25.491
"1335","2017-05-27",24.83
"1336","2017-05-28",24.812
"1337","2017-05-29",24.849
"1338","2017-05-30",5.152
"1339","2017-05-31",23.885
"1340","2017-06-01",19.627
"1341","2017-06-02",26.039
"1342","2017-06-03",18.25
"1343","2017-06-04",10.558
"1344","2017-06-05",25.536
"1345","2017-06-06",24.564
"1346","2017-06-07",14.679
"1347","2017-06-08",8.805
"1348","2017-06-09",11.574
"1349","2017-06-10",10.684
"1350","2017-06-11",8.443
"1351","2017-06-12",5.168
"1352","2017-06-13",9.733
"1353","2017-06-14",15.998
"1354","2017-06-15",3.805
"1355","2017-06-16",9.131
"1356","2017-06-17",24.961
"1357","2017-06-18",25.17
"1358","2017-06-19",24.947
"1359","2017-06-20",22.893
"1360","2017-06-21",24.952
"1361","2017-06-22",25.977
"1362","2017-06-23",25.955
"1363","2017-06-24",25.819
"1364","2017-06-25",23.035
"1365","2017-06-26",24.625
"1366","2017-06-27",25.373
"1367","2017-06-28",25.287
"1368","2017-06-29",25.494
"1369","2017-06-30",24.734
"1370","2017-07-01",24.267
"1371","2017-07-02",25.309
"1372","2017-07-03",25.571
"1373","2017-07-04",23.504
"1374","2017-07-05",24.897
"1375","2017-07-06",25.065
"1376","2017-07-07",24.953
"1377","2017-07-08",24.93
"1378","2017-07-09",24.745
"1379","2017-07-10",25.194
"1380","2017-07-11",24.888
"1381","2017-07-12",24.864
"1382","2017-07-13",24.529
"1383","2017-07-14",24.385
"1384","2017-07-15",24.337
"1385","2017-07-16",24.843
"1386","2017-07-17",24.461
"1387","2017-07-18",23.966
"1388","2017-07-19",24.12
"1389","2017-07-20",23.152
"1390","2017-07-21",24.535
"1391","2017-07-22",23.768
"1392","2017-07-23",21.79
"1393","2017-07-24",24.11
"1394","2017-07-25",21.201
"1395","2017-07-26",23.239
"1396","2017-07-27",23.915
"1397","2017-07-28",23.093
"1398","2017-07-29",23.89
"1399","2017-07-30",23.645
"1400","2017-07-31",22.835
"1401","2017-08-01",23.545
"1402","2017-08-02",23.366
"1403","2017-08-03",21.865
"1404","2017-08-04",21.342
"1405","2017-08-05",20.738
"1406","2017-08-06",14.016
"1407","2017-08-07",20.23
"1408","2017-08-08",20.273
"1409","2017-08-09",19.728
"1410","2017-08-10",13.249
"1411","2017-08-11",19.244
"1412","2017-08-12",18.648
"1413","2017-08-13",5.857
"1414","2017-08-14",16.702
"1415","2017-08-15",14.437
"1416","2017-08-16",21.342
"1417","2017-08-17",20.122
"1418","2017-08-18",21.123
"1419","2017-08-19",21.023
"1420","2017-08-20",19.835
"1421","2017-08-21",15.048
"1422","2017-08-22",13.879
"1423","2017-08-23",11.96
"1424","2017-08-24",20.148
"1425","2017-08-25",20.197
"1426","2017-08-26",16.506
"1427","2017-08-27",13.589
"1428","2017-08-28",13.479
"1429","2017-08-29",10.114
"1430","2017-08-30",14.294
"1431","2017-08-31",17.341
"1432","2017-09-01",13.926
"1433","2017-09-02",10.707
"1434","2017-09-03",9.677
"1435","2017-09-04",7.184
"1436","2017-09-05",8.365
"1437","2017-09-06",5.915
"1438","2017-09-07",7.533
"1439","2017-09-08",10.782
"1440","2017-09-09",15.519
"1441","2017-09-10",15.29
"1442","2017-09-11",14.92
"1443","2017-09-12",13.096
"1444","2017-09-13",15.464
"1445","2017-09-14",15.802
"1446","2017-09-15",12.427
"1447","2017-09-16",7.29
"1448","2017-09-17",5.914
"1449","2017-09-18",4.169
"1450","2017-09-19",2.166
"1451","2017-09-20",2.782
"1452","2017-09-21",6
"1453","2017-09-22",7.149
"1454","2017-09-23",10.743
"1455","2017-09-24",11.835
"1456","2017-09-25",6.939
"1457","2017-09-26",11.194
"1458","2017-09-27",11.169
"1459","2017-09-28",10.882
"1460","2017-09-29",6.163
"1461","2017-09-30",5.824
"1462","2017-10-01",7.784
"1463","2017-10-02",7.034
"1464","2017-10-03",9.119
"1465","2017-10-04",9.035
"1466","2017-10-05",8.873
"1467","2017-10-06",8.921
"1468","2017-10-07",5.293
"1469","2017-10-08",9.05
"1470","2017-10-09",7.502
"1471","2017-10-10",6.25
"1472","2017-10-11",3.402
"1473","2017-10-12",1.503
"1474","2017-10-13",3.198
"1475","2017-10-14",7.139
"1476","2017-10-15",7.39
"1477","2017-10-16",6.757
"1478","2017-10-17",6.53
"1479","2017-10-18",6.599
"1480","2017-10-19",1.604
"1481","2017-10-20",2.157
"1482","2017-10-21",0.889
"1483","2017-10-22",1.742
"1484","2017-10-23",5.786
"1485","2017-10-24",6.144
"1486","2017-10-25",5.27
"1487","2017-10-26",5.192
"1488","2017-10-27",5.031
"1489","2017-10-28",4.768
"1490","2017-10-29",4.226
"1491","2017-10-30",4.702
"1492","2017-10-31",4.101
"1493","2017-11-01",3.938
"1494","2017-11-02",1.217
"1495","2017-11-03",2.379
"1496","2017-11-04",2.27
"1497","2017-11-05",1.827
"1498","2017-11-06",4.576
"1499","2017-11-07",3.065
"1500","2017-11-08",1.841
"1501","2017-11-09",2.408
"1502","2017-11-10",1.3
"1503","2017-11-11",3.884
"1504","2017-11-12",3.286
"1505","2017-11-13",1.513
"1506","2017-11-14",2.247
"1507","2017-11-15",0.736
"1508","2017-11-16",2.004
"1509","2017-11-17",2.603
"1510","2017-11-18",2.305
"1511","2017-11-19",2.013
"1512","2017-11-20",0.744
"1513","2017-11-21",1.386
"1514","2017-11-22",1.998
"1515","2017-11-23",1.11
"1516","2017-11-24",1.556
"1517","2017-11-25",1.827
"1518","2017-11-26",0.9
"1519","2017-11-27",1.764
"1520","2017-11-28",1.052
"1521","2017-11-29",1.47
"1522","2017-11-30",2.037
"1523","2017-12-01",2.907
"1524","2017-12-02",1.373
"1525","2017-12-03",2.596
"1526","2017-12-04",1.536
"1527","2017-12-05",0.823
"1528","2017-12-06",0.764
"1529","2017-12-07",0.717
"1530","2017-12-08",0.852
"1531","2017-12-09",1.065
"1532","2017-12-10",0.82
"1533","2017-12-11",0.761
"1534","2017-12-12",1.194
"1535","2017-12-13",1.003
"1536","2017-12-14",1.32
"1537","2017-12-15",1.196
"1538","2017-12-16",1.808
"1539","2017-12-17",2.309
"1540","2017-12-18",2.342
"1541","2017-12-19",0.571
"1542","2017-12-20",2.228
"1543","2017-12-21",0.922
"1544","2017-12-22",1.538
"1545","2017-12-23",1.618
"1546","2017-12-24",1.557
"1547","2017-12-25",1.962
"1548","2017-12-26",1.622
"1549","2017-12-27",2.657
"1550","2017-12-28",1.757
"1551","2017-12-29",2.254
"1552","2017-12-30",1.515
"1553","2017-12-31",1.382
"1554","2018-01-01",0.932
"1555","2018-01-02",1.689
"1556","2018-01-03",1.73
"1557","2018-01-04",2.158
"1558","2018-01-05",1.423
"1559","2018-01-06",2.196
"1560","2018-01-07",1.945
"1561","2018-01-08",2.179
"1562","2018-01-09",1.467
"1563","2018-01-10",1.96
"1564","2018-01-11",0.721
"1565","2018-01-12",2.913
"1566","2018-01-13",1.302
"1567","2018-01-14",1.555
"1568","2018-01-15",2.094
"1569","2018-01-16",2.598
"1570","2018-01-17",2.69
"1571","2018-01-18",1.333
"1572","2018-01-19",2.151
"1573","2018-01-20",2.401
"1574","2018-01-21",0.994
"1575","2018-01-22",2.895
"1576","2018-01-23",0.877
"1577","2018-01-24",0.936
"1578","2018-01-25",1.902
"1579","2018-01-26",2.936
"1580","2018-01-27",0.682
"1581","2018-01-28",2.83
"1582","2018-01-29",2.863
"1583","2018-01-30",3.173
"1584","2018-01-31",3.393
"1585","2018-02-01",2.813
"1586","2018-02-02",2.528
"1587","2018-02-03",3.362
"1588","2018-02-04",3.784
"1589","2018-02-05",3.899
"1590","2018-02-06",3.79
"1591","2018-02-07",3.98
"1592","2018-02-08",4.128
"1593","2018-02-09",4.399
"1594","2018-02-10",4.567
"1595","2018-02-11",2.534
"1596","2018-02-12",5.516
"1597","2018-02-13",5.34
"1598","2018-02-14",2.709
"1599","2018-02-15",6.575
"1600","2018-02-16",1.75
"1601","2018-02-17",1.326
"1602","2018-02-18",0.374
"1603","2018-02-19",2.446
"1604","2018-02-20",4.406
"1605","2018-02-21",3.829
"1606","2018-02-22",2.64
"1607","2018-02-23",2.861
"1608","2018-02-24",0.607
"1609","2018-02-25",0.359
"1610","2018-02-26",2.585
"1611","2018-02-27",5.731
"1612","2018-02-28",1.118
"1613","2018-03-01",4.825
"1614","2018-03-02",4.041
"1615","2018-03-03",4.359
"1616","2018-03-04",6.018
"1617","2018-03-05",9.908
"1618","2018-03-06",8.244
"1619","2018-03-07",5.764
"1620","2018-03-08",1.038
"1621","2018-03-09",7.024
"1622","2018-03-10",7.394
"1623","2018-03-11",10.272
"1624","2018-03-12",8.979
"1625","2018-03-13",1.846
"1626","2018-03-14",10.221
"1627","2018-03-15",5.301
"1628","2018-03-16",6.352
"1629","2018-03-17",5.696
"1630","2018-03-18",11.339
"1631","2018-03-19",10.943
"1632","2018-03-20",11.691
"1633","2018-03-21",5.181
"1634","2018-03-22",5.891
"1635","2018-03-23",0.99
"1636","2018-03-24",2.525
"1637","2018-03-25",11.083
"1638","2018-03-26",6.152
"1639","2018-03-27",5.724
"1640","2018-03-28",13.298
"1641","2018-03-29",10.564
"1642","2018-03-30",14.502
"1643","2018-03-31",7.767
"1644","2018-04-01",5.45
"1645","2018-04-02",12.042
"1646","2018-04-03",9.554
"1647","2018-04-04",9.003
"1648","2018-04-05",4.041
"1649","2018-04-06",11.534
"1650","2018-04-07",6.92
"1651","2018-04-08",7.693
"1652","2018-04-09",17.36
"1653","2018-04-10",7.837
"1654","2018-04-11",4.138
"1655","2018-04-12",3.586
"1656","2018-04-13",3.343
"1657","2018-04-14",9.62
"1658","2018-04-15",3.956
"1659","2018-04-16",7.383
"1660","2018-04-17",8.743
"1661","2018-04-18",10.681
"1662","2018-04-19",13.338
"1663","2018-04-20",16.566
"1664","2018-04-21",18.628
"1665","2018-04-22",21.662
"1666","2018-04-23",22.616
"1667","2018-04-24",21.561
"1668","2018-04-25",20.41
"1669","2018-04-26",20.689
"1670","2018-04-27",3.478
"1671","2018-04-28",10.312
"1672","2018-04-29",12.013
"1673","2018-04-30",8.392
"1674","2018-05-01",11.129
"1675","2018-05-02",22.076
"1676","2018-05-03",20.173
"1677","2018-05-04",15.537
"1678","2018-05-05",12.179
"1679","2018-05-06",13.157
"1680","2018-05-07",21.717
"1681","2018-05-08",14.157
"1682","2018-05-09",20.482
"1683","2018-05-10",12.209
"1684","2018-05-11",11.457
"1685","2018-05-12",21.855
"1686","2018-05-13",22.608
"1687","2018-05-14",21.738
"1688","2018-05-15",19.17
"1689","2018-05-16",3.764
"1690","2018-05-17",24.142
"1691","2018-05-18",24.085
"1692","2018-05-19",23.427
"1693","2018-05-20",21.753
"1694","2018-05-21",22.786
"1695","2018-05-22",21.693
"1696","2018-05-23",18.677
"1697","2018-05-24",19.144
"1698","2018-05-25",5.201
"1699","2018-05-26",11.268
"1700","2018-05-27",22.971
"1701","2018-05-28",23.35
"1702","2018-05-29",18.176
"1703","2018-05-30",20.27
"1704","2018-05-31",8.064
"1705","2018-06-01",23.332
"1706","2018-06-02",23.253
"1707","2018-06-03",19.02
"1708","2018-06-04",15.111
"1709","2018-06-05",22.98
"1710","2018-06-06",22.044
"1711","2018-06-07",20.433
"1712","2018-06-08",13.067
"1713","2018-06-09",7.422
"1714","2018-06-10",10.691
"1715","2018-06-11",23.738
"1716","2018-06-12",23.135
"1717","2018-06-13",10.569
"1718","2018-06-14",19.157
"1719","2018-06-15",20.197
"1720","2018-06-16",18.134
"1721","2018-06-17",10.828
"1722","2018-06-18",13.676
"1723","2018-06-19",20.53
"1724","2018-06-20",15.683
"1725","2018-06-21",22.961
"1726","2018-06-22",21.064
"1727","2018-06-23",22.554
"1728","2018-06-24",22.947
"1729","2018-06-25",24.15
"1730","2018-06-26",23.456
"1731","2018-06-27",23.02
"1732","2018-06-28",23.137
"1733","2018-06-29",20.509
"1734","2018-06-30",22.825
"1735","2018-07-01",23.852
"1736","2018-07-02",23.238
"1737","2018-07-03",23.486
"1738","2018-07-04",16.836
"1739","2018-07-05",23.228
"1740","2018-07-06",21.438
"1741","2018-07-07",23.728
"1742","2018-07-08",22.262
"1743","2018-07-09",23.525
"1744","2018-07-10",23.386
"1745","2018-07-11",22.637
"1746","2018-07-12",23.241
"1747","2018-07-13",20.316
"1748","2018-07-14",22.318
"1749","2018-07-15",19.468
"1750","2018-07-16",22.439
"1751","2018-07-17",22.712
"1752","2018-07-18",22.273
"1753","2018-07-19",22.617
"1754","2018-07-20",23.296
"1755","2018-07-21",22.921
"1756","2018-07-22",22.952
"1757","2018-07-23",17.63
"1758","2018-07-24",22.369
"1759","2018-07-25",22.111
"1760","2018-07-26",21.579
"1761","2018-07-27",22.335
"1762","2018-07-28",22.384
"1763","2018-07-29",22.889
"1764","2018-07-30",19.388
"1765","2018-07-31",21.987
"1766","2018-08-01",21.529
"1767","2018-08-02",21.745
"1768","2018-08-03",19.823
"1769","2018-08-04",18.689
"1770","2018-08-05",18.855
"1771","2018-08-06",18.683
"1772","2018-08-07",18.512
"1773","2018-08-08",16.75
"1774","2018-08-09",18.729
"1775","2018-08-10",21.328
"1776","2018-08-11",18.302
"1777","2018-08-12",22.209
"1778","2018-08-13",19.902
"1779","2018-08-14",19.206
"1780","2018-08-15",14.276
"1781","2018-08-16",16.944
"1782","2018-08-17",19.873
"1783","2018-08-18",22.107
"1784","2018-08-19",20.015
"1785","2018-08-20",12.763
"1786","2018-08-21",16.94
"1787","2018-08-22",16.83
"1788","2018-08-23",13.567
"1789","2018-08-24",18.833
"1790","2018-08-25",13.052
"1791","2018-08-26",9.236
"1792","2018-08-27",17.344
"1793","2018-08-28",19.474
"1794","2018-08-29",16.404
"1795","2018-08-30",8.368
"1796","2018-08-31",19.157
"1797","2018-09-01",18.239
"1798","2018-09-02",18.345
"1799","2018-09-03",17.03
"1800","2018-09-04",17.576
"1801","2018-09-05",15.614
"1802","2018-09-06",13.503
"1803","2018-09-07",15.524
"1804","2018-09-08",16.372
"1805","2018-09-09",16.266
"1806","2018-09-10",11.265
"1807","2018-09-11",8.313
"1808","2018-09-12",12.283
"1809","2018-09-13",10.872
"1810","2018-09-14",14.952
"1811","2018-09-15",9.307
"1812","2018-09-16",5.007
"1813","2018-09-17",13.817
"1814","2018-09-18",13.954
"1815","2018-09-19",13.733
"1816","2018-09-20",13.223
"1817","2018-09-21",10.407
"1818","2018-09-22",6.291
"1819","2018-09-23",12.928
"1820","2018-09-24",12.014
"1821","2018-09-25",11.641
"1822","2018-09-26",11.194
"1823","2018-09-27",10.928
"1824","2018-09-28",10.48
"1825","2018-09-29",3.91
"1826","2018-09-30",7.372
"1827","2018-10-01",7.396
"1828","2018-10-02",4.176
"1829","2018-10-03",9.946
"1830","2018-10-04",9.961
"1831","2018-10-05",2.954
"1832","2018-10-06",7.3
"1833","2018-10-07",5.966
"1834","2018-10-08",5.208
"1835","2018-10-09",4.629
"1836","2018-10-10",5.082
"1837","2018-10-11",7.539
"1838","2018-10-12",7.203
"1839","2018-10-13",7.368
"1840","2018-10-14",7.176
"1841","2018-10-15",6.854
"1842","2018-10-16",6.754
"1843","2018-10-17",6.589
"1844","2018-10-18",6.529
"1845","2018-10-19",6.321
"1846","2018-10-20",6.105
"1847","2018-10-21",5.74
"1848","2018-10-22",6.006
"1849","2018-10-23",3.576
"1850","2018-10-24",5.802
"1851","2018-10-25",3.1
"1852","2018-10-26",2.066
"1853","2018-10-27",3.023
"1854","2018-10-28",3.203
"1855","2018-10-29",2.56
"1856","2018-10-30",5.034
"1857","2018-10-31",1.476
"1858","2018-11-01",3.934
"1859","2018-11-02",4.174
"1860","2018-11-03",3.28
"1861","2018-11-04",3.525
"1862","2018-11-05",2.65
"1863","2018-11-06",4.058
"1864","2018-11-07",2.548
"1865","2018-11-08",2.409
"1866","2018-11-09",2.231
"1867","2018-11-10",1.987
"1868","2018-11-11",1.819
"1869","2018-11-12",2.108
"1870","2018-11-13",3.615
"1871","2018-11-14",3.136
"1872","2018-11-15",1.657
"1873","2018-11-16",1.509
"1874","2018-11-17",1.47
"1875","2018-11-18",1.388
"1876","2018-11-19",1.292
"1877","2018-11-20",1.881
"1878","2018-11-21",1.726
"1879","2018-11-22",0.821
"1880","2018-11-23",1.549
"1881","2018-11-24",2.066
"1882","2018-11-25",2.053
"1883","2018-11-26",1.985
"1884","2018-11-27",0.97
"1885","2018-11-28",1.045
"1886","2018-11-29",1.685
"1887","2018-11-30",1.111
"1888","2018-12-01",1.738
"1889","2018-12-02",2.16
"1890","2018-12-03",0.774
"1891","2018-12-04",0.693
"1892","2018-12-05",0.687
"1893","2018-12-06",0.674
"1894","2018-12-07",1.611
"1895","2018-12-08",1.268
"1896","2018-12-09",1.745
"1897","2018-12-10",2.981
"1898","2018-12-11",0.616
"1899","2018-12-12",2.429
"1900","2018-12-13",1.248
"1901","2018-12-14",1.462
"1902","2018-12-15",2.062
"1903","2018-12-16",0.685
"1904","2018-12-17",2.373
"1905","2018-12-18",0.862
"1906","2018-12-19",2.491
"1907","2018-12-20",0.383
"1908","2018-12-21",2.428
"1909","2018-12-22",1.815
"1910","2018-12-23",0.586
"1911","2018-12-24",1.425
"1912","2018-12-25",2.25
"1913","2018-12-26",1.063
"1914","2018-12-27",2.305
"1915","2018-12-28",2.479
"1916","2018-12-29",1.567
"1917","2018-12-30",1.853
"1918","2018-12-31",0.754
"1919","2019-01-01",0.843
"1920","2019-01-02",0.974
"1921","2019-01-03",0.07
"1922","2019-01-04",0
"1923","2019-01-05",0
"1924","2019-01-06",0
"1925","2019-01-07",0
"1926","2019-01-08",0
"1927","2019-01-09",1.169
"1928","2019-01-10",2.101
"1929","2019-01-11",2.073
"1930","2019-01-12",1.116
"1931","2019-01-13",1.001
"1932","2019-01-14",0.92
"1933","2019-01-15",2.187
"1934","2019-01-16",1.597
"1935","2019-01-17",2.116
"1936","2019-01-18",1.199
"1937","2019-01-19",0.739
"1938","2019-01-20",2.275
"1939","2019-01-21",2.796
"1940","2019-01-22",1.671
"1941","2019-01-23",2.467
"1942","2019-01-24",2.675
"1943","2019-01-25",1.666
"1944","2019-01-26",2.234
"1945","2019-01-27",2.216
"1946","2019-01-28",3.541
"1947","2019-01-29",1.998
"1948","2019-01-30",1.999
"1949","2019-01-31",2.109
"1950","2019-02-01",0.957
"1951","2019-02-02",2.721
"1952","2019-02-03",3.174
"1953","2019-02-04",1.818
"1954","2019-02-05",1.438
"1955","2019-02-06",2.97
"1956","2019-02-07",3.512
"1957","2019-02-08",2.411
"1958","2019-02-09",0.988
"1959","2019-02-10",0.82
"1960","2019-02-11",0.309
"1961","2019-02-12",0.31
"1962","2019-02-13",1.393
"1963","2019-02-14",1.781
"1964","2019-02-15",3.584
"1965","2019-02-16",2.25
"1966","2019-02-17",4.827
"1967","2019-02-18",5.327
"1968","2019-02-19",2.704
"1969","2019-02-20",4.504
"1970","2019-02-21",7.218
"1971","2019-02-22",3.865
"1972","2019-02-23",2.242
"1973","2019-02-24",0.21
"1974","2019-02-25",0.221
"1975","2019-02-26",0.606
"1976","2019-02-27",2.162
"1977","2019-02-28",4.072
"1978","2019-03-01",6.911
"1979","2019-03-02",7.887
"1980","2019-03-03",8.109
"1981","2019-03-04",8.598
"1982","2019-03-05",3.497
"1983","2019-03-06",2.665
"1984","2019-03-07",4.781
"1985","2019-03-08",6.484
"1986","2019-03-09",7.521
"1987","2019-03-10",9.558
"1988","2019-03-11",9.78
"1989","2019-03-12",4.802
"1990","2019-03-13",6.251
"1991","2019-03-14",10.559
"1992","2019-03-15",11.082
"1993","2019-03-16",10.827
"1994","2019-03-17",11.706
"1995","2019-03-18",12.244
"1996","2019-03-19",11.713
"1997","2019-03-20",8.418
"1998","2019-03-21",4.762
"1999","2019-03-22",3.165
"2000","2019-03-23",7.977
"2001","2019-03-24",14.101
"2002","2019-03-25",2.888
"2003","2019-03-26",10.487
"2004","2019-03-27",5.103
"2005","2019-03-28",8.991
"2006","2019-03-29",15.956
"2007","2019-03-30",16.616
"2008","2019-03-31",14.057
"2009","2019-04-01",5.978
"2010","2019-04-02",8.636
"2011","2019-04-03",8.532
"2012","2019-04-04",8.589
"2013","2019-04-05",3.896
"2014","2019-04-06",2.918
"2015","2019-04-07",1.569
"2016","2019-04-08",2.252
"2017","2019-04-09",6.153
"2018","2019-04-10",6.895
"2019","2019-04-11",6.61
"2020","2019-04-12",11.805
"2021","2019-04-13",4.428
"2022","2019-04-14",11.232
"2023","2019-04-15",6.961
"2024","2019-04-16",14.142
"2025","2019-04-17",20.111
"2026","2019-04-18",18.87
"2027","2019-04-19",14.741
"2028","2019-04-20",8.559
"2029","2019-04-21",14.698
"2030","2019-04-22",16.662
"2031","2019-04-23",8.065
"2032","2019-04-24",22.055
"2033","2019-04-25",20.134
"2034","2019-04-26",22.711
"2035","2019-04-27",20.518
"2036","2019-04-28",23.811
"2037","2019-04-29",24.202
"2038","2019-04-30",19.933
"2039","2019-05-01",24.129
"2040","2019-05-02",23.541
"2041","2019-05-03",23.47
"2042","2019-05-04",23.106
"2043","2019-05-05",23.468
"2044","2019-05-06",23.358
"2045","2019-05-07",22.684
"2046","2019-05-08",22.191
"2047","2019-05-09",24.357
"2048","2019-05-10",23.755
"2049","2019-05-11",23.877
"2050","2019-05-12",23.513
"2051","2019-05-13",20.334
"2052","2019-05-14",6.835
"2053","2019-05-15",5.551
"2054","2019-05-16",7.796
"2055","2019-05-17",11.884
"2056","2019-05-18",12.834
"2057","2019-05-19",7.712
"2058","2019-05-20",11.105
"2059","2019-05-21",11.812
"2060","2019-05-22",14.708
"2061","2019-05-23",20.851
"2062","2019-05-24",9.219
"2063","2019-05-25",6.493
"2064","2019-05-26",13.53
"2065","2019-05-27",10.225
"2066","2019-05-28",19.802
"2067","2019-05-29",22.764
"2068","2019-05-30",18.321
"2069","2019-05-31",22.611
"2070","2019-06-01",24.139
"2071","2019-06-02",25.048
"2072","2019-06-03",25.601
"2073","2019-06-04",25.275
"2074","2019-06-05",16.713
"2075","2019-06-06",12.959
"2076","2019-06-07",10.265
"2077","2019-06-08",25.131
"2078","2019-06-09",23.356
"2079","2019-06-10",24.006
"2080","2019-06-11",23.128
"2081","2019-06-12",24.105
"2082","2019-06-13",24.764
"2083","2019-06-14",24.945
"2084","2019-06-15",24.665
"2085","2019-06-16",24.92
"2086","2019-06-17",24.705
"2087","2019-06-18",25.021
"2088","2019-06-19",25.769
"2089","2019-06-20",13.269
"2090","2019-06-21",14.029
"2091","2019-06-22",22.511
"2092","2019-06-23",22.287
"2093","2019-06-24",24.348
"2094","2019-06-25",20.101
"2095","2019-06-26",16.385
"2096","2019-06-27",10.904
"2097","2019-06-28",25.146
"2098","2019-06-29",23.562
"2099","2019-06-30",23.692
"2100","2019-07-01",11.273
"2101","2019-07-02",10.583
"2102","2019-07-03",18.108
"2103","2019-07-04",23.43
"2104","2019-07-05",23.506
"2105","2019-07-06",24.915
"2106","2019-07-07",23.303
"2107","2019-07-08",20.961
"2108","2019-07-09",8.641
"2109","2019-07-10",14.052
"2110","2019-07-11",20.899
"2111","2019-07-12",23.452
"2112","2019-07-13",21.85
"2113","2019-07-14",23.539
"2114","2019-07-15",14.313
"2115","2019-07-16",21.352
"2116","2019-07-17",17.623
"2117","2019-07-18",13.96
"2118","2019-07-19",24.415
"2119","2019-07-20",24.205
"2120","2019-07-21",23.78
"2121","2019-07-22",23.214
"2122","2019-07-23",21.191
"2123","2019-07-24",24.275
"2124","2019-07-25",23.573
"2125","2019-07-26",23.2
"2126","2019-07-27",22.586
"2127","2019-07-28",23.287
"2128","2019-07-29",22.886
"2129","2019-07-30",22.885
"2130","2019-07-31",23.211
"2131","2019-08-01",23.001
"2132","2019-08-02",21.386
"2133","2019-08-03",22.414
"2134","2019-08-04",22.045
"2135","2019-08-05",21.261
"2136","2019-08-06",21.313
"2137","2019-08-07",21.108
"2138","2019-08-08",15.007
"2139","2019-08-09",15.087
"2140","2019-08-10",14.968
"2141","2019-08-11",11.421
"2142","2019-08-12",22.209
"2143","2019-08-13",21.73
"2144","2019-08-14",21.287
"2145","2019-08-15",21.267
"2146","2019-08-16",21.502
"2147","2019-08-17",20.983
"2148","2019-08-18",21.2
"2149","2019-08-19",21.064
"2150","2019-08-20",18.367
"2151","2019-08-21",5.71
"2152","2019-08-22",20.765
"2153","2019-08-23",19.165
"2154","2019-08-24",19.74
"2155","2019-08-25",19.911
"2156","2019-08-26",20.418
"2157","2019-08-27",20.009
"2158","2019-08-28",18.66
"2159","2019-08-29",16.051
"2160","2019-08-30",19.662
"2161","2019-08-31",19.277
"2162","2019-09-01",19.266
"2163","2019-09-02",18.707
"2164","2019-09-03",17.763
"2165","2019-09-04",18.286
"2166","2019-09-05",8.029
"2167","2019-09-06",16.759
"2168","2019-09-07",5.018
"2169","2019-09-08",8.975
"2170","2019-09-09",6.31
"2171","2019-09-10",9.933
"2172","2019-09-11",15.643
"2173","2019-09-12",15.985
"2174","2019-09-13",14.392
"2175","2019-09-14",14.752
"2176","2019-09-15",3.183
"2177","2019-09-16",6.651
"2178","2019-09-17",2.708
"2179","2019-09-18",6.766
"2180","2019-09-19",7.44
"2181","2019-09-20",6.129
"2182","2019-09-21",12.897
"2183","2019-09-22",4.318
"2184","2019-09-23",12.251
"2185","2019-09-24",11.262
"2186","2019-09-25",11.529
"2187","2019-09-26",5.594
"2188","2019-09-27",11.768
"2189","2019-09-28",7.175
"2190","2019-09-29",8.993
"2191","2019-09-30",8.674
"2192","2019-10-01",9.752
"2193","2019-10-02",5.597
"2194","2019-10-03",8.108
"2195","2019-10-04",6.691
"2196","2019-10-05",9.005
"2197","2019-10-06",8.441
"2198","2019-10-07",8.064
"2199","2019-10-08",3.73
"2200","2019-10-09",7.827
"2201","2019-10-10",7.461
"2202","2019-10-11",6.99
"2203","2019-10-12",4.836
"2204","2019-10-13",7.245
"2205","2019-10-14",7.322
"2206","2019-10-15",6.812
"2207","2019-10-16",2.696
"2208","2019-10-17",1.788
"2209","2019-10-18",4.029
"2210","2019-10-19",3.161
"2211","2019-10-20",2.498
"2212","2019-10-21",3.824
"2213","2019-10-22",7.316
"2214","2019-10-23",5.987
"2215","2019-10-24",5.305
"2216","2019-10-25",4.599
"2217","2019-10-26",4.795
"2218","2019-10-27",4.984
"2219","2019-10-28",4.413
"2220","2019-10-29",4.71
"2221","2019-10-30",4.062
"2222","2019-10-31",3.843
"2223","2019-11-01",3.441
"2224","2019-11-02",3.327
"2225","2019-11-03",3.318
"2226","2019-11-04",2.944
"2227","2019-11-05",4.001
"2228","2019-11-06",2.861
"2229","2019-11-07",3.596
"2230","2019-11-08",2.611
"2231","2019-11-09",2.619
"2232","2019-11-10",2.753
"2233","2019-11-11",2.206
"2234","2019-11-12",2.921
"2235","2019-11-13",1.906
"2236","2019-11-14",2.942
"2237","2019-11-15",1.494
"2238","2019-11-16",2.202
"2239","2019-11-17",2.521
"2240","2019-11-18",2.687
"2241","2019-11-19",1.797
"2242","2019-11-20",1.547
"2243","2019-11-21",1.38
"2244","2019-11-22",1.262
"2245","2019-11-23",1.572
"2246","2019-11-24",2.434
"2247","2019-11-25",1.407
"2248","2019-11-26",0.592
"2249","2019-11-27",2.542
"2250","2019-11-28",1.603
"2251","2019-11-29",0.969
"2252","2019-11-30",1.2
"2253","2019-12-01",1.877
"2254","2019-12-02",0.938
"2255","2019-12-03",1.326
"2256","2019-12-04",1.833
"2257","2019-12-05",1.273
"2258","2019-12-06",1.364
"2259","2019-12-07",1.668
"2260","2019-12-08",2.195
"2261","2019-12-09",1.444
"2262","2019-12-10",1.709
"2263","2019-12-11",1.189
"2264","2019-12-12",0.486
"2265","2019-12-13",1.584
