"","series","ts","value","max","twd","gro_yr","frost","flags","version","yr","gro_tot"
"1","656",2018-11-05 16:00:00,3518,3518,0,0,FALSE,NA,"0.1.4","2018",0
"2","656",2018-11-05 17:00:00,3518,3518,0,0,FALSE,NA,"0.1.4","2018",0
"3","656",2018-11-05 18:00:00,3531,3531,0,13,FALSE,NA,"0.1.4","2018",13
"4","656",2018-11-05 19:00:00,3530,3531,1,13,FALSE,NA,"0.1.4","2018",13
"5","656",2018-11-05 20:00:00,3530,3531,1,13,FALSE,NA,"0.1.4","2018",13
"6","656",2018-11-05 21:00:00,3530,3531,1,13,FALSE,NA,"0.1.4","2018",13
"7","656",2018-11-05 22:00:00,3529,3531,2,13,FALSE,NA,"0.1.4","2018",13
"8","656",2018-11-05 23:00:00,3529,3531,2,13,FALSE,NA,"0.1.4","2018",13
"9","656",2018-11-06,3529.5,3531,1.5,13,FALSE,NA,"0.1.4","2018",13
"10","656",2018-11-06 01:00:00,3528,3531,3,13,FALSE,NA,"0.1.4","2018",13
"11","656",2018-11-06 02:00:00,3530,3531,1,13,FALSE,NA,"0.1.4","2018",13
"12","656",2018-11-06 03:00:00,3529,3531,2,13,FALSE,NA,"0.1.4","2018",13
"13","656",2018-11-06 04:00:00,3528,3531,3,13,FALSE,NA,"0.1.4","2018",13
"14","656",2018-11-06 05:00:00,3529,3531,2,13,FALSE,NA,"0.1.4","2018",13
"15","656",2018-11-06 06:00:00,3528,3531,3,13,FALSE,NA,"0.1.4","2018",13
"16","656",2018-11-06 07:00:00,3527,3531,4,13,FALSE,NA,"0.1.4","2018",13
"17","656",2018-11-06 08:00:00,3528,3531,3,13,FALSE,NA,"0.1.4","2018",13
"18","656",2018-11-06 09:00:00,3527,3531,4,13,FALSE,NA,"0.1.4","2018",13
"19","656",2018-11-06 10:00:00,3527,3531,4,13,FALSE,NA,"0.1.4","2018",13
"20","656",2018-11-06 11:00:00,3528,3531,3,13,FALSE,NA,"0.1.4","2018",13
"21","656",2018-11-06 12:00:00,3530,3531,1,13,FALSE,NA,"0.1.4","2018",13
