DATE,DBCODE,ENTITY,SITECODE,AIRTEMP_METHOD,HEIGHT,QC_LEVEL,PROBE_CODE,EVENT_CODE,AIRTEMP_MEAN_DAY,AIRTEMP_MEAN_FLAG,AIRTEMP_MAX_DAY,AIRTEMP_MAX_FLAG,AIRTEMP_MAXTIME,AIRTEMP_MIN_DAY,AIRTEMP_MIN_FLAG,AIRTEMP_MINTIME
1958-02-03,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,METHOD,5.3,D,7.2,A,,3.3,A,
1958-02-04,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,5.8,D,8.3,A,,3.3,A,
1958-02-05,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,4.7,D,6.1,A,,3.3,A,
1958-02-06,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,5.6,D,7.8,A,,3.3,A,
1958-02-07,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,6.4,D,8.3,A,,4.4,A,
1958-02-08,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,5,D,6.7,A,,3.3,A,
1958-02-09,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,5.3,D,7.2,A,,3.3,A,
1958-02-10,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,5,D,6.7,A,,3.3,A,
1958-02-11,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,4.2,D,6.7,A,,1.7,A,
1958-02-12,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,5.9,D,7.8,A,,3.9,A,
1958-02-13,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,3.6,D,5,A,,2.2,A,
1958-02-14,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,2,D,3.9,A,,0,A,
1958-02-15,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,5.6,D,7.2,A,,3.9,A,
1958-02-16,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,7.5,D,10,A,,5,A,
1958-02-17,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,8.7,D,10.6,A,,6.7,A,
1958-02-18,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,9.2,D,11.7,A,,6.7,A,
1958-02-19,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,8.6,D,11.1,A,,6.1,A,
1958-02-20,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,8.9,D,11.1,A,,6.7,A,
1958-02-21,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,8.3,D,12.2,A,,4.4,A,
1958-02-22,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,7.2,D,9.4,A,,5,A,
1958-02-23,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,9.5,D,11.1,A,,7.8,A,
1958-02-24,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,7.5,D,9.4,A,,5.6,A,
1958-02-25,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,3.4,D,5.6,A,,1.1,A,
1958-02-26,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,1.4,D,2.2,A,,0.6,A,
1958-02-27,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,2,D,3.3,A,,0.6,A,
1958-02-28,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,1.4,D,3.3,A,,-0.6,A,
1958-03-01,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,0.9,D,3.9,A,,-2.2,A,
1958-03-02,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,2.3,D,5.6,A,,-1.1,A,
1958-03-03,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,3.1,D,7.2,A,,-1.1,A,
1958-03-04,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,1.7,D,6.1,A,,-2.8,A,
1958-03-05,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,1.7,D,3.3,A,,0,A,
1958-03-06,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,0.3,D,2.2,A,,-1.7,A,
1958-03-07,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,0,D,0.6,A,,-0.6,A,
1958-03-08,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,0.6,D,1.7,A,,-0.6,A,
1958-03-09,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,1.1,D,3.3,A,,-1.1,A,
1958-03-10,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,1.4,D,3.9,A,,-1.1,A,
1958-03-11,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,2.5,D,6.1,A,,-1.1,A,
1958-03-12,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,1.7,D,4.4,A,,-1.1,A,
1958-03-13,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,1.7,D,3.9,A,,-0.6,A,
1958-03-14,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,0.9,D,3.9,A,,-2.2,A,
1958-03-15,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,1.4,D,4.4,A,,-1.7,A,
1958-03-16,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,2,D,5,A,,-1.1,A,
1958-03-17,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,2.8,D,4.4,A,,1.1,A,
1958-03-18,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,3.1,D,6.1,A,,0,A,
1958-03-19,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,3.9,D,8.9,A,,-1.1,A,
1958-03-20,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,6.4,D,11.1,A,,1.7,A,
1958-03-21,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,5.8,D,9.4,A,,2.2,A,
1958-03-22,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,5.6,D,10,A,,1.1,A,
1958-03-23,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,7.8,D,11.7,A,,3.9,A,
1958-03-24,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,6.7,D,8.9,A,,4.4,A,
1958-03-25,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,4.5,D,6.1,A,,2.8,A,
1958-03-26,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,5.6,D,9.4,A,,1.7,A,
1958-03-27,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,5.6,D,11.7,A,,-0.6,A,
1958-03-28,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,5.6,D,8.3,A,,2.8,A,
1958-03-29,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,4.7,D,7.2,A,,2.2,A,
1958-03-30,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,4.7,D,7.2,A,,2.2,A,
1958-03-31,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,5.6,D,7.8,A,,3.3,A,
1958-04-01,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,6.1,D,9.4,A,,2.8,A,
1958-04-02,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,4.7,D,6.1,A,,3.3,A,
1958-04-03,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,3.7,D,6.7,A,,0.6,A,
1958-04-04,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,5.3,D,8.9,A,,1.7,A,
1958-04-05,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,7,D,12.2,A,,1.7,A,
1958-04-06,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,5,D,7.8,A,,2.2,A,
1958-04-07,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,6.7,D,10,A,,3.3,A,
1958-04-08,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,7.2,D,9.4,A,,5,A,
1958-04-09,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,7.8,D,10.6,A,,5,A,
1958-04-10,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,7.8,D,11.1,A,,4.4,A,
1958-04-11,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,8.9,D,16.7,A,,1.1,A,
1958-04-12,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,11.7,D,20,A,,3.3,A,
1958-04-13,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,8.1,D,11.1,A,,5,A,
1958-04-14,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,9.2,D,15,A,,3.3,A,
1958-04-15,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,8.6,D,11.1,A,,6.1,A,
1958-04-16,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,9.5,D,12.2,A,,6.7,A,
1958-04-17,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,6.7,D,8.9,A,,4.4,A,
1958-04-18,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,7.2,D,11.1,A,,3.3,A,
1958-04-19,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,8.9,D,11.1,A,,6.7,A,
1958-04-20,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,10.3,D,11.7,A,,8.9,A,
1958-04-21,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,7.3,D,10.6,A,,3.9,A,
1958-04-22,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,5,D,6.7,A,,3.3,A,
1958-04-23,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,4.5,D,7.8,A,,1.1,A,
1958-04-24,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,7,D,11.7,A,,2.2,A,
1958-04-25,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,7.8,D,11.7,A,,3.9,A,
1958-04-26,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,5.3,D,8.9,A,,1.7,A,
1958-04-27,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,8.1,D,16.7,A,,-0.6,A,
1958-04-28,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,11.4,D,21.1,A,,1.7,A,
1958-04-29,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,12,D,21.7,A,,2.2,A,
1958-04-30,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,12.3,D,22.8,A,,1.7,A,
1958-05-01,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,12.5,D,21.7,A,,3.3,A,
1958-05-02,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,13.1,D,23.9,A,,2.2,A,
1958-05-03,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,12.5,D,20.6,A,,4.4,A,
1958-05-04,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,14.2,D,24.4,A,,3.9,A,
1958-05-05,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,11.4,D,15.6,A,,7.2,A,
1958-05-06,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,9.7,D,12.2,A,,7.2,A,
1958-05-07,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,14.8,D,25.6,A,,3.9,A,
1958-05-08,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,16.1,D,23.9,A,,8.3,A,
1958-05-09,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,18.9,D,28.3,A,,9.4,A,
1958-05-10,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,16.4,D,25.6,A,,7.2,A,
1958-05-11,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,7.5,D,10.6,A,,4.4,A,
1958-05-12,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,6.7,D,11.7,A,,1.7,A,
1958-05-13,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,10.6,D,22.2,A,,-1.1,A,
1958-05-14,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,15.8,D,28.3,A,,3.3,A,
1958-05-15,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,19.2,D,31.7,A,,6.7,A,
1958-05-16,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,20.8,D,33.3,A,,8.3,A,
1958-05-17,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,19.5,D,31.7,A,,7.2,A,
1958-05-18,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,20.3,D,29.4,A,,11.1,A,
1958-05-19,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,20.6,D,28.9,A,,12.2,A,
1958-05-20,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,19.5,D,28.9,A,,10,A,
1958-05-21,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,22,D,33.3,A,,10.6,A,
1958-05-22,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,19.7,D,27.2,A,,12.2,A,
1958-05-23,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,18.7,D,25.6,A,,11.7,A,
1958-05-24,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,13.1,D,15,A,,11.1,A,
1958-05-25,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,15.3,D,21.7,A,,8.9,A,
1958-05-26,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,18.9,D,26.7,A,,11.1,A,
1958-05-27,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,17.2,D,24.4,A,,10,A,
1958-05-28,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,15,D,20.6,A,,9.4,A,
1958-05-29,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,16.7,D,23.3,A,,10,A,
1958-05-30,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,17.3,D,23.9,A,,10.6,A,
1958-05-31,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,12.3,D,15.6,A,,8.9,A,
1958-06-01,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,16.1,D,22.8,A,,9.4,A,
1958-06-02,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,13.9,D,18.9,A,,8.9,A,
1958-06-03,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,11.4,D,12.2,A,,10.6,A,
1958-06-04,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,15.9,D,22.8,A,,8.9,A,
1958-06-05,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,18.7,D,26.7,A,,10.6,A,
1958-06-06,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,12.5,D,14.4,A,,10.6,A,
1958-06-07,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,13.9,D,18.3,A,,9.4,A,
1958-06-08,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,13.7,D,16.7,A,,10.6,A,
1958-06-09,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,13.4,D,15.6,A,,11.1,A,
1958-06-10,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,13.1,D,14.4,A,,11.7,A,
1958-06-11,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,11.4,D,13.3,A,,9.4,A,
1958-06-12,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,10.6,D,13.3,A,,7.8,A,
1958-06-13,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,15,D,20,A,,10,A,
1958-06-14,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,17.8,D,26.1,A,,9.4,A,
1958-06-15,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,19.5,D,28.9,A,,10,A,
1958-06-16,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,23.1,D,34.4,A,,11.7,A,
1958-06-17,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,23.6,D,35,A,,12.2,A,
1958-06-18,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,24.2,D,35,A,,13.3,A,
1958-06-19,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,23.4,D,30,A,,16.7,A,
1958-06-20,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,23.6,D,32.2,A,,15,A,
1958-06-21,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,25.6,D,35.6,A,,15.6,A,
1958-06-22,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,26.7,D,36.7,A,,16.7,A,
1958-06-23,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,15,D,17.8,A,,12.2,A,
1958-06-24,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,12.5,D,13.3,A,,11.7,A,
1958-06-25,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,19.5,D,26.7,A,,12.2,A,
1958-06-26,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,15.3,D,18.3,A,,12.2,A,
1958-06-27,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,12.2,D,15,A,,9.4,A,
1958-06-28,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,14.2,D,19.4,A,,8.9,A,
1958-06-29,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,11.9,D,14.4,A,,9.4,A,
1958-06-30,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,14.7,D,20,A,,9.4,A,
1958-07-01,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,16.2,D,21.7,A,,10.6,A,
1958-07-02,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,18.1,D,23.9,A,,12.2,A,
1958-07-03,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,19.7,D,29.4,A,,10,A,
1958-07-04,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,21.4,D,31.7,A,,11.1,A,
1958-07-05,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,22.5,D,34.4,A,,10.6,A,
1958-07-06,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,25,D,35.6,A,,14.4,A,
1958-07-07,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,20.9,D,30,A,,11.7,A,
1958-07-08,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,20.6,D,28.9,A,,12.2,A,
1958-07-09,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,21.1,D,31.1,A,,11.1,A,
1958-07-10,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,21.7,D,33.9,A,,9.4,A,
1958-07-11,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,22,D,33.3,A,,10.6,A,
1958-07-12,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,20.3,D,30.6,A,,10,A,
1958-07-13,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,17,D,26.7,A,,7.2,A,
1958-07-14,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,19.5,D,30,A,,8.9,A,
1958-07-15,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,21.4,D,33.3,A,,9.4,A,
1958-07-16,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,20.9,D,31.1,A,,10.6,A,
1958-07-17,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,19.8,D,25.6,A,,13.9,A,
1958-07-18,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,20.8,D,27.2,A,,14.4,A,
1958-07-19,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,20.3,D,28.9,A,,11.7,A,
1958-07-20,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,20.6,D,31.1,A,,10,A,
1958-07-21,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,21.7,D,31.7,A,,11.7,A,
1958-07-22,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,21.4,D,30,A,,12.8,A,
1958-07-23,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,20.6,D,31.7,A,,9.4,A,
1958-07-24,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,23.6,D,34.4,A,,12.8,A,
1958-07-25,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,22.3,D,31.7,A,,12.8,A,
1958-07-26,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,23.9,D,35.6,A,,12.2,A,
1958-07-27,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,27,D,40,A,,13.9,A,
1958-07-28,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,27,D,37.8,A,,16.1,A,
1958-07-29,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,23.9,D,32.8,A,,15,A,
1958-07-30,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,22.5,D,31.7,A,,13.3,A,
1958-07-31,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,23.3,D,34.4,A,,12.2,A,
1958-08-01,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,24.2,D,35.6,A,,12.8,A,
1958-08-02,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,23.9,D,33.3,A,,14.4,A,
1958-08-03,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,18.4,D,25.6,A,,11.1,A,
1958-08-04,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,19.5,D,30,A,,8.9,A,
1958-08-05,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,22.5,D,34.4,A,,10.6,A,
1958-08-06,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,23.1,D,33.9,A,,12.2,A,
1958-08-07,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,21.7,D,32.2,A,,11.1,A,
1958-08-08,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,22.2,D,31.1,A,,13.3,A,
1958-08-09,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,23.1,D,33.9,A,,12.2,A,
1958-08-10,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,25,D,36.7,A,,13.3,A,
1958-08-11,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,22.3,D,30.6,A,,13.9,A,
1958-08-12,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,20.9,D,31.7,A,,10,A,
1958-08-13,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,20.9,D,31.7,A,,10,A,
1958-08-14,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,21.4,D,33.3,A,,9.4,A,
1958-08-15,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,22.5,D,34.4,A,,10.6,A,
1958-08-16,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,22.5,D,32.2,A,,12.8,A,
1958-08-17,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,21.4,D,30.6,A,,12.2,A,
1958-08-18,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,22.8,D,31.1,A,,14.4,A,
1958-08-19,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,22,D,33.3,A,,10.6,A,
1958-08-20,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,20.8,D,29.4,A,,12.2,A,
1958-08-21,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,23.1,D,31.7,A,,14.4,A,
1958-08-22,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,22.5,D,32.2,A,,12.8,A,
1958-08-23,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,22.3,D,32.8,A,,11.7,A,
1958-08-24,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,23.3,D,33.3,A,,13.3,A,
1958-08-25,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,23.9,D,33.3,A,,14.4,A,
1958-08-26,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,22,D,30.6,A,,13.3,A,
1958-08-27,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,16.9,D,24.4,A,,9.4,A,
1958-08-28,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,17.8,D,22.8,A,,12.8,A,
1958-08-29,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,15,D,18.9,A,,11.1,A,
1958-08-30,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,17.8,D,22.2,A,,13.3,A,
1958-08-31,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,18.1,D,25.6,A,,10.6,A,
1958-09-01,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,17.2,D,24.4,A,,10,A,
1958-09-02,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,13.6,D,21.1,A,,6.1,A,
1958-09-03,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,13.7,D,20.6,A,,6.7,A,
1958-09-04,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,15.8,D,24.4,A,,7.2,A,
1958-09-05,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,18.4,D,27.8,A,,8.9,A,
1958-09-06,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,21.1,D,32.2,A,,10,A,
1958-09-07,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,21.2,D,30.6,A,,11.7,A,
1958-09-08,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,19.5,D,25.6,A,,13.3,A,
1958-09-09,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,18.1,D,23.3,A,,12.8,A,
1958-09-10,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,14.2,D,21.1,A,,7.2,A,
1958-09-11,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,15.6,D,19.4,A,,11.7,A,
1958-09-12,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,15,D,17.8,A,,12.2,A,
1958-09-13,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,14.2,D,16.1,A,,12.2,A,
1958-09-14,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,14.2,D,15,A,,13.3,A,
1958-09-15,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,13.4,D,16.1,A,,10.6,A,
1958-09-16,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,12.8,D,17.2,A,,8.3,A,
1958-09-17,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,12.3,D,16.7,A,,7.8,A,
1958-09-18,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,12.3,D,17.8,A,,6.7,A,
1958-09-19,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,10.9,D,15,A,,6.7,A,
1958-09-20,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,9.5,D,15,A,,3.9,A,
1958-09-21,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,11.4,D,12.8,A,,10,A,
1958-09-22,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,10.9,D,13.9,A,,7.8,A,
1958-09-23,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,7.8,D,10,A,,5.6,A,
1958-09-24,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,8.3,D,13.3,A,,3.3,A,
1958-09-25,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,11.7,D,15,A,,8.3,A,
