DATE,DBCODE,ENTITY,SITECODE,AIRTEMP_METHOD,HEIGHT,QC_LEVEL,PROBE_CODE,EVENT_CODE,AIRTEMP_MEAN_DAY,AIRTEMP_MEAN_FLAG,AIRTEMP_MAX_DAY,AIRTEMP_MAX_FLAG,AIRTEMP_MAXTIME,AIRTEMP_MIN_DAY,AIRTEMP_MIN_FLAG,AIRTEMP_MINTIME
1979-11-14,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,4.4,D,9.4,A,,-0.6,A,
1979-11-14,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,0.3,A,9,A,1400,-3,A,900
1979-11-15,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,4.4,D,9.4,A,,-0.6,A,
1979-11-15,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,2.1,A,8,A,1300,-4,A,600
1979-11-16,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,8.8,E,10.3,E,,7.2,A,
1979-11-16,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,6.1,A,8,A,1300,5,A,800
1979-11-17,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,3.6,E,6.6,E,,0.6,A,
1979-11-17,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,4.4,A,7,A,1200,0,A,2400
1979-11-18,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,2.8,E,5.6,E,,0,A,
1979-11-18,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,0.5,A,3,A,1400,-1,A,900
1979-11-19,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,1.7,E,4.5,E,,-1.1,A,
1979-11-19,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,0.5,A,4,A,1300,-3,A,2400
1979-11-20,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,0.6,E,3.4,E,,-2.2,A,
1979-11-20,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,-2.3,A,2,A,1300,-5,A,800
1979-11-21,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,3,E,8.2,E,,-2.2,A,
1979-11-21,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,-1.6,A,3,A,1300,-5,A,800
1979-11-22,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,3.9,E,6.1,E,,1.7,A,
1979-11-22,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,1.9,A,4,A,1300,0,A,2400
1979-11-23,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,2.3,D,3.9,A,,0.6,A,
1979-11-23,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,0.6,A,2,A,1200,-1,A,700
1979-11-24,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,4.5,D,8.3,A,,0.6,A,
1979-11-24,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,2.6,A,7,A,500,0,A,2400
1979-11-25,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,1.1,D,2.8,A,,-0.6,A,
1979-11-25,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,-1.1,A,0,A,100,-2,A,2400
1979-11-26,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,0.8,D,2.2,A,,-0.6,A,
1979-11-26,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,-0.8,A,1,A,1200,-2,A,800
1979-11-27,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,0,D,1.7,A,,-1.7,A,
1979-11-27,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,-2.2,A,0,A,1400,-4,A,900
1979-11-28,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,0,D,1.7,A,,-1.7,A,
1979-11-28,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,-2.2,A,1,A,1300,-4,A,800
1979-11-29,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,1.1,D,3.3,A,,-1.1,A,
1979-11-29,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,-0.7,A,2,A,1300,-3,A,800
1979-11-30,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,3.7,D,5.6,A,,1.7,A,
1979-11-30,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,2.3,A,5,A,1300,-1,A,100
1979-12-01,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,3.7,D,6.7,A,,0.6,A,
1979-12-01,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,2.7,A,7,A,1400,-1,A,800
1979-12-02,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,6.4,D,8.3,A,,4.4,A,
1979-12-02,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,6.1,A,8,A,1300,4,A,300
1979-12-03,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,6.7,D,8.3,A,,5,A,
1979-12-03,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,4.9,A,8,A,1300,3,A,800
1979-12-04,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,5.6,D,7.2,A,,3.9,A,
1979-12-04,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,4.3,A,6,A,900,3,A,2400
1979-12-05,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,2.8,D,5,A,,0.6,A,
1979-12-05,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,1.6,A,5,A,1300,-2,A,2200
1979-12-06,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,2.5,D,5.6,A,,-0.6,A,
1979-12-06,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,0.2,A,5,A,1400,-2,A,2400
1979-12-07,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,3.3,D,7.2,A,,-0.6,A,
1979-12-07,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,0.2,A,5,A,1400,-3,A,800
1979-12-08,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,4.2,D,7.8,A,,0.6,A,
1979-12-08,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,1,A,7,A,1400,-2,A,800
1979-12-09,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,4.8,D,7.8,A,,1.7,A,
1979-12-09,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,2.3,A,7,A,1800,-2,A,600
1979-12-10,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,0.6,D,1.7,A,,-0.6,A,
1979-12-10,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,-1,A,1,A,100,-2,A,2400
1979-12-11,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,-1.7,D,-0.6,A,,-2.8,A,
1979-12-11,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,-3,A,-1,A,1400,-5,A,1000
1979-12-12,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,-0.6,D,0.6,A,,-1.7,A,
1979-12-12,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,-1.3,A,0,A,1400,-3,A,100
1979-12-13,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,1.7,D,3.9,A,,-0.6,A,
1979-12-13,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,0.8,A,4,A,1400,-2,A,900
1979-12-14,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,3.9,D,5.6,A,,2.2,A,
1979-12-14,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,2.3,A,5,A,1400,1,A,900
1979-12-15,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,2.2,D,5,A,,-0.6,A,
1979-12-15,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,0.6,A,4,A,1300,-3,A,2400
1979-12-16,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,2,D,5,A,,-1.1,A,
1979-12-16,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,-0.9,A,2,A,1400,-4,A,800
1979-12-17,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,5.9,D,8.9,A,,2.8,A,
1979-12-17,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,4.6,A,8,A,1400,2,A,400
1979-12-18,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,6.7,D,7.8,A,,5.6,A,
1979-12-18,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,4.8,A,6,A,1200,4,A,2400
1979-12-19,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,6.1,D,7.2,A,,5,A,
1979-12-19,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,4.6,A,7,A,1300,4,A,2400
1979-12-20,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,5.8,D,7.2,A,,4.4,A,
1979-12-20,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,4.1,A,6,A,1400,3,A,900
1979-12-21,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,2.8,D,5.6,A,,0,A,
1979-12-21,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,1.2,A,3,A,100,-2,A,2400
1979-12-22,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,0.3,D,1.7,A,,-1.1,A,
1979-12-22,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,-1.7,A,2,A,1400,-3,A,2400
1979-12-23,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,-0.9,D,-0.6,A,,-1.1,A,
1979-12-23,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,-2.1,A,-2,A,300,-3,A,200
1979-12-24,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,0.8,D,2.2,A,,-0.6,A,
1979-12-24,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,-1,A,1,A,1300,-2,A,900
1979-12-25,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,2.3,D,3.9,A,,0.6,A,
1979-12-25,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,1,A,4,A,1300,-1,A,800
1979-12-26,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,0.9,D,2.8,A,,-1.1,A,
1979-12-26,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,-0.2,A,3,A,1500,-3,A,2400
1979-12-27,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,0.6,D,2.8,A,,-1.7,A,
1979-12-27,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,-2.6,A,1,A,1400,-4,A,1000
1979-12-28,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,0,D,1.7,A,,-1.7,A,
1979-12-28,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,-0.6,A,2,A,1500,-4,A,600
1979-12-29,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,2.5,D,4.4,A,,0.6,A,
1979-12-29,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,2.5,A,6.2,A,1500,1.1,A,900
1979-12-30,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,4.2,D,6.7,A,,1.7,A,
1979-12-30,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,4.6,A,7.7,A,1500,2.2,A,100
1979-12-31,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,5,D,6.7,A,,3.3,A,
1979-12-31,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,5.5,A,7.5,A,1300,3.7,A,800
1980-01-01,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,5,D,6.7,A,,3.3,A,
1980-01-01,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,6.5,A,8.6,A,1400,4.6,A,2400
1980-01-02,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,3.4,D,5.6,A,,1.1,A,
1980-01-02,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,4.8,A,7,A,1300,1.3,A,800
1980-01-03,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,5.6,D,7.2,A,,3.9,A,
1980-01-03,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,6.2,A,8.5,A,1500,5.2,A,700
1980-01-04,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,5.8,D,7.2,A,,4.4,A,
1980-01-04,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,6.5,A,8.6,A,1500,4.7,A,300
1980-01-05,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,2.8,D,6.7,A,,-1.1,A,
1980-01-05,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,4.9,A,8.3,A,700,0.3,A,2400
1980-01-06,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,-0.8,D,0.6,A,,-2.2,A,
1980-01-06,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,0,A,2.5,A,1500,-1.1,A,1000
1980-01-07,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,-0.8,D,0.6,A,,-2.2,A,
1980-01-07,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,0.2,A,2.2,A,1400,-1,A,800
1980-01-08,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,-0.3,D,0.6,A,,-1.1,A,
1980-01-08,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,1,A,2.5,A,1500,0.3,A,900
1980-01-09,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,-0.6,D,1.1,A,,-2.2,A,
1980-01-09,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,1.4,A,2.6,A,1300,-0.2,A,2400
1980-01-10,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,-2.8,D,-1.1,A,,-4.4,A,
1980-01-10,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,-1.9,A,-0.2,A,1600,-5.3,A,2400
1980-01-11,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,-2.2,D,0.6,A,,-5,A,
1980-01-11,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,-1.7,A,0.5,A,1300,-5.9,A,500
1980-01-12,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,3.4,D,6.7,A,,0,A,
1980-01-12,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,6.4,A,9.1,A,1000,1.3,A,100
1980-01-13,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,5.6,D,7.8,A,,3.3,A,
1980-01-13,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,7.2,A,9.3,A,900,4.2,A,500
1980-01-14,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,5,D,7.2,A,,2.8,A,
1980-01-14,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,5.9,A,7.7,A,1500,3.7,A,2300
1980-01-15,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,2.8,D,4.4,A,,1.1,A,
1980-01-15,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,3.7,A,5.7,A,1500,1.9,A,900
1980-01-16,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,5,D,6.7,A,,3.3,A,
1980-01-16,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,5.5,A,7.2,A,1400,4,A,100
1980-01-17,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,1.9,D,4.4,A,,-0.6,A,
1980-01-17,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,2.1,A,4.6,A,100,-1.1,A,2400
1980-01-18,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,-0.9,D,1.1,A,,-2.8,A,
1980-01-18,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,-1.3,A,2,A,1500,-3.9,A,1000
1980-01-19,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,-1.4,D,2.2,A,,-5,A,
1980-01-19,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,-2.7,A,2.7,A,1500,-5.7,A,800
1980-01-20,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,0,D,3.9,A,,-3.9,A,
1980-01-20,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,-1.3,A,4.2,A,1500,-4.6,A,800
1980-01-21,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,2,D,5.6,A,,-1.7,A,
1980-01-21,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,-0.3,A,4.7,A,1500,-2.8,A,800
1980-01-22,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,3.1,D,7.2,A,,-1.1,A,
1980-01-22,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,0.4,A,6.4,A,1500,-2,A,800
1980-01-23,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,3.4,D,7.8,A,,-1.1,A,
1980-01-23,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,0.7,A,6.9,A,1500,-1.9,A,800
1980-01-24,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,3.4,D,7.8,A,,-1.1,A,
1980-01-24,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,0.7,A,7.5,A,1500,-2.1,A,800
1980-01-25,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,1.1,D,3.3,A,,-1.1,A,
1980-01-25,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,1.2,A,4.3,A,1500,-2.2,A,200
1980-01-26,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,-2.8,D,1.7,A,,-7.2,A,
1980-01-26,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,-3,A,0.6,A,100,-7.5,A,2400
1980-01-27,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,-7,D,-2.2,A,,-11.7,A,
1980-01-27,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,-7.9,A,-1.4,A,1500,-12.1,A,2400
1980-01-28,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,-7.5,D,-2.2,A,,-12.8,A,
1980-01-28,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,-9.8,A,-0.2,A,1500,-14.3,A,800
1980-01-29,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,-7.8,D,-2.2,A,,-13.3,A,
1980-01-29,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,-9.5,A,-0.9,A,1500,-14.8,A,800
1980-01-30,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,-4.5,D,2.2,A,,-11.1,A,
1980-01-30,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,-5.9,A,1.8,A,1600,-12.4,A,600
1980-01-31,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,0,D,3.3,A,,-3.3,A,
1980-01-31,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,-0.2,A,3,A,1400,-3.5,A,100
1980-02-01,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,3.3,D,4.4,A,,2.2,A,
1980-02-01,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,2.2,A,3.7,A,1400,1.1,A,100
1980-02-02,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,3.9,D,5.6,A,,2.2,A,
1980-02-02,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,3.5,A,5.2,A,1400,2,A,200
1980-02-03,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,4.5,D,6.7,A,,2.2,A,
1980-02-03,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,4.5,A,8.8,A,1500,2.5,A,2400
1980-02-04,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,4.2,D,6.1,A,,2.2,A,
1980-02-04,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,3.9,A,9.1,A,1500,1.4,A,2400
1980-02-05,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,4.5,D,6.7,A,,2.2,A,
1980-02-05,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,4.6,A,8.3,A,1500,1.6,A,300
1980-02-06,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,3.9,D,5.6,A,,2.2,A,
1980-02-06,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,5,A,6.2,A,200,3,A,2400
1980-02-07,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,1.7,D,3.9,A,,-0.6,A,
1980-02-07,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,2.9,A,7,A,1600,-0.8,A,2400
1980-02-08,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,2.5,D,6.1,A,,-1.1,A,
1980-02-08,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,1.8,A,9.1,A,1500,-1.5,A,800
1980-02-09,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,2.2,D,6.1,A,,-1.7,A,
1980-02-09,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,1.7,A,10,A,1600,-2.2,A,800
1980-02-10,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,2.3,D,5.6,A,,-1.1,A,
1980-02-10,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,2.7,A,11.6,A,1500,-1.1,A,2400
1980-02-11,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,2.2,D,6.1,A,,-1.7,A,
1980-02-11,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,1.1,A,9.9,A,1500,-2.7,A,700
1980-02-12,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,2,D,6.1,A,,-2.2,A,
1980-02-12,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,0.8,A,10,A,1500,-3.1,A,800
1980-02-13,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,2.2,D,6.1,A,,-1.7,A,
1980-02-13,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,2.2,A,12.3,A,1500,-1.9,A,200
1980-02-14,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,2,D,5,A,,-1.1,A,
1980-02-14,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,2.2,A,7.3,A,1600,-1.1,A,400
1980-02-15,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,5,D,9.4,A,,0.6,A,
1980-02-15,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,5.4,A,13.4,A,1500,1,A,100
1980-02-16,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,5.9,D,8.9,A,,2.8,A,
1980-02-16,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,6,A,11.1,A,1500,2.9,A,2300
1980-02-17,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,6.1,D,9.4,A,,2.8,A,
1980-02-17,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,6.6,A,10.6,A,1500,2.8,A,500
1980-02-18,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,6.4,D,8.3,A,,4.4,A,
1980-02-18,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,6.9,A,10,A,1500,5,A,800
1980-02-19,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,5.6,D,7.8,A,,3.3,A,
1980-02-19,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,6.3,A,9.3,A,1400,3.5,A,600
1980-02-20,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,4.2,D,5.6,A,,2.8,A,
1980-02-20,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,5.4,A,7.7,A,1300,3.7,A,2400
1980-02-21,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,2.5,D,5.6,A,,-0.6,A,
1980-02-21,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,3.9,A,11.4,A,1500,-0.2,A,800
1980-02-22,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,2.8,D,5.6,A,,0,A,
1980-02-22,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,3,A,6,A,1600,0.4,A,300
1980-02-23,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,3.9,D,7.8,A,,0,A,
1980-02-23,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,4.4,A,9.3,A,1600,0.2,A,800
1980-02-24,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,6.7,D,10,A,,3.3,A,
1980-02-24,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,7.8,A,13.6,A,1500,3.7,A,100
1980-02-25,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,6.9,D,9.4,A,,4.4,A,
1980-02-25,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,7.4,A,9.4,A,1500,4.8,A,800
1980-02-26,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,8.9,D,10.6,A,,7.2,A,
1980-02-26,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,9.3,A,11.9,A,1300,7.5,A,800
1980-02-27,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,8.6,D,11.1,A,,6.1,A,
1980-02-27,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,9.2,A,12.9,A,1400,7.7,A,800
1980-02-28,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,6.7,D,7.8,A,,5.6,A,
1980-02-28,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,7.1,A,8.5,A,1300,5.7,A,2400
1980-02-29,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,6.4,D,8.9,A,,3.9,A,
1980-02-29,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,6.7,A,11,A,1500,3.2,A,2400
1980-03-01,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,5.3,D,8.9,A,,1.7,A,
1980-03-01,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,6.1,A,11.5,A,1400,1.1,A,400
1980-03-02,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,8.1,D,11.1,A,,5,A,
1980-03-02,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,8.1,A,14.7,A,1500,4.9,A,2400
1980-03-03,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,7,D,8.9,A,,5,A,
1980-03-03,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,7.1,A,10.7,A,1500,5,A,200
1980-03-04,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,7.2,D,8.3,A,,6.1,A,
1980-03-04,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,7.9,A,11.3,A,1500,6.5,A,800
1980-03-05,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,5.6,D,7.2,A,,3.9,A,
1980-03-05,MS001,1,PRIMET,AIR206,150,2D,AIRPRI05,NA,6.4,A,8.8,A,1400,4.3,A,2300
1980-03-06,MS001,1,CS2MET,AIR101,130,2D,AIRCS201,NA,5.6,D,7.8,A,,3.3,A,
