"","series","ts","value","max","twd","gro_yr","frost","flags","version","yr","gro_tot"
"1","311",2022-10-01 01:00:00,17604,17604,0,0,FALSE,NA,"0.1.4","2022",0
"2","311",2022-10-01 02:00:00,17607,17607,0,3,FALSE,NA,"0.1.4","2022",3
"3","311",2022-10-01 03:00:00,17610,17610,0,6,FALSE,NA,"0.1.4","2022",6
"4","311",2022-10-01 04:00:00,17611,17611,0,7,FALSE,NA,"0.1.4","2022",7
"5","311",2022-10-01 05:00:00,17611,17611,0,7,FALSE,NA,"0.1.4","2022",7
"6","311",2022-10-01 06:00:00,17614,17614,0,10,FALSE,NA,"0.1.4","2022",10
"7","311",2022-10-01 07:00:00,17616,17616,0,12,FALSE,NA,"0.1.4","2022",12
"8","311",2022-10-01 08:00:00,17618,17618,0,14,FALSE,NA,"0.1.4","2022",14
"9","311",2022-10-01 09:00:00,17625,17625,0,21,FALSE,NA,"0.1.4","2022",21
"10","311",2022-10-01 10:00:00,17625,17625,0,21,FALSE,NA,"0.1.4","2022",21
"11","311",2022-10-01 11:00:00,17625,17625,0,21,FALSE,"out1, fill","0.1.4","2022",21
"12","311",2022-10-01 12:00:00,17625,17625,0,21,FALSE,"out1, fill","0.1.4","2022",21
"13","311",2022-10-01 13:00:00,17625,17625,0,21,FALSE,"jump1","0.1.4","2022",21
"14","311",2022-10-01 14:00:00,17614,17625,11,21,FALSE,NA,"0.1.4","2022",21
"15","311",2022-10-01 15:00:00,17609,17625,16,21,FALSE,NA,"0.1.4","2022",21
"16","311",2022-10-01 16:00:00,17590,17625,35,21,FALSE,"out1, fill","0.1.4","2022",21
"17","311",2022-10-01 17:00:00,17571,17625,54,21,FALSE,NA,"0.1.4","2022",21
"18","311",2022-10-01 18:00:00,17588,17625,37,21,FALSE,NA,"0.1.4","2022",21
"19","311",2022-10-01 19:00:00,17608,17625,17,21,FALSE,NA,"0.1.4","2022",21
"20","311",2022-10-01 20:00:00,17615,17625,10,21,FALSE,NA,"0.1.4","2022",21
"21","311",2022-10-01 21:00:00,17622,17625,3,21,FALSE,NA,"0.1.4","2022",21
"22","311",2022-10-01 22:00:00,17631,17631,0,27,FALSE,NA,"0.1.4","2022",27
"23","311",2022-10-01 23:00:00,17634,17634,0,30,FALSE,NA,"0.1.4","2022",30
"24","311",2022-10-02,17641.5,17641.5,0,37.5,FALSE,NA,"0.1.4","2022",37.5
"25","311",2022-10-02 01:00:00,17648,17648,0,44,FALSE,NA,"0.1.4","2022",44
"26","311",2022-10-02 02:00:00,17655,17655,0,51,FALSE,NA,"0.1.4","2022",51
"27","311",2022-10-02 03:00:00,17661,17661,0,57,FALSE,NA,"0.1.4","2022",57
"28","311",2022-10-02 04:00:00,17663,17663,0,59,FALSE,NA,"0.1.4","2022",59
"29","311",2022-10-02 05:00:00,17669,17669,0,65,FALSE,NA,"0.1.4","2022",65
"30","311",2022-10-02 06:00:00,17672,17672,0,68,FALSE,NA,"0.1.4","2022",68
