"","series","day","doy","shrink_start","shrink_end","shrink_dur","shrink_amp","shrink_slope","exp_start","exp_end","exp_dur","exp_amp","exp_slope","phase_class"
"1","DT646",2022-09-02,245,2022-09-01 14:15:00,2022-09-02 00:45:00,630,-45,-0.00115909929865796,2022-09-02 00:45:00,2022-09-02 14:00:00,795,26,0.000675052410902322,NA
"2","DT646",2022-09-03,246,2022-09-02 14:00:00,2022-09-03 00:30:00,630,-16,-0.000421155072319606,2022-09-03 00:30:00,2022-09-03 13:45:00,795,19,0.000464138237721381,NA
"3","DT646",2022-09-04,247,2022-09-03 13:45:00,2022-09-04 00:45:00,660,-10,-0.00022632118284479,2022-09-04 00:45:00,2022-09-04 15:30:00,885,17,0.000357444969282905,NA
"4","DT646",2022-09-05,248,2022-09-04 15:30:00,2022-09-05 00:45:00,555,-22,-0.000740294950876178,2022-09-05 00:45:00,2022-09-05 15:00:00,855,24,0.00053144257487544,NA
"5","DT646",2022-09-06,249,2022-09-05 15:00:00,2022-09-06,540,-17,-0.000522101048423901,2022-09-06,2022-09-06 15:45:00,945,21,0.000468762718762719,NA
"6","DT646",2022-09-07,250,2022-09-06 15:45:00,2022-09-07 00:30:00,525,-23,-0.00075389675389676,2022-09-07 00:30:00,2022-09-07 14:00:00,810,23,0.000584976751642444,NA
"7","DT646",2022-09-08,251,2022-09-07 14:00:00,2022-09-08 00:15:00,615,-16,-0.000387596899226163,2022-09-08 00:15:00,2022-09-08 15:30:00,915,19,0.000416845038736507,NA
"8","DT646",2022-09-09,252,2022-09-08 15:30:00,2022-09-09 04:30:00,780,-8,-0.000219409055888292,2022-09-09 04:30:00,2022-09-09 18:15:00,825,10,0.00019491911597205,NA
"9","DT646",2022-09-10,253,2022-09-09 18:15:00,2022-09-10 03:00:00,525,-21,-0.000778063778063782,2022-09-10 03:00:00,2022-09-10 15:00:00,720,18,0.000454081632653065,NA
"10","DT646",2022-09-10,253,2022-09-10 15:00:00,2022-09-10 22:30:00,450,-2,-3.98745519717676e-05,NA,NA,NA,NA,NA,NA
"11","DT646",2022-09-11,254,2022-09-11 13:30:00,2022-09-11 23:45:00,615,-7,-0.000137842242209256,2022-09-10 22:30:00,2022-09-11 13:30:00,900,7,0.00012797461660529,1
"12","DT646",2022-09-12,255,NA,NA,NA,NA,NA,2022-09-11 23:45:00,2022-09-12 17:30:00,1065,14,0.000222040002574166,NA
"13","DT646",2022-09-13,256,2022-09-12 17:30:00,2022-09-13 03:15:00,585,-2,-4.48196789661273e-05,2022-09-13 03:15:00,2022-09-13 13:45:00,630,3,6.29215745492384e-05,-1
"14","DT646",2022-09-14,257,2022-09-13 13:45:00,2022-09-14 00:15:00,630,-10,-0.000212758817410914,2022-09-14 00:15:00,2022-09-14 14:15:00,840,9,0.000146558926049995,NA
"15","DT646",2022-09-14,257,2022-09-14 14:15:00,2022-09-14 23:30:00,555,-11,-0.000275133433012979,NA,NA,NA,NA,NA,NA
"16","DT646",2022-09-15,258,2022-09-15 14:00:00,2022-09-15 23:30:00,570,-3,-3.62123256860277e-05,2022-09-14 23:30:00,2022-09-15 14:00:00,870,11,0.000196830963052238,1
"17","DT646",2022-09-16,259,NA,NA,NA,NA,NA,2022-09-15 23:30:00,2022-09-16 13:30:00,840,4,4.30674387114964e-05,NA
"18","DT646",2022-09-17,260,2022-09-16 13:30:00,2022-09-17 00:45:00,675,-6,-0.000101209442560735,2022-09-17 00:45:00,2022-09-17 22:00:00,1275,7,0.000113590263691263,NA
"19","DT646",2022-09-18,261,2022-09-17 22:00:00,2022-09-18 02:30:00,270,-3,-0.000103313840156279,NA,NA,NA,NA,NA,NA
"20","DT646",2022-09-23,266,NA,NA,NA,NA,NA,2022-09-18 02:30:00,2022-09-23 11:00:00,7710,36,6.27230208632533e-05,NA
"21","DT646",2022-09-24,267,2022-09-24 11:15:00,2022-09-24 23:15:00,720,-4,-4.98866213144765e-05,NA,NA,NA,NA,NA,1
"22","DT646",2022-09-25,268,2022-09-25 12:00:00,2022-09-25 23:45:00,705,-10,-0.000185868673711457,2022-09-24 23:15:00,2022-09-25 12:00:00,765,2,2.07746378667815e-05,1
