"","year","wood_type","311_","309_","310_","646_","648_","648_B2E","648_B2L","652_","655_","654_","860_","656_"
"160",1990,NA,NA,NA,NA,NA,NA,0.374671916010499,0.618055555555556,NA,NA,NA,NA,NA
"161",1991,"earlywood",0.316546762589928,0.324985771200911,0.221263062244434,0.361072423398329,0.413358538122243,NA,NA,0.404020100502513,0.214196450887278,0.0589992036103,0.275184275184275,0.178194469013503
"162",1991,"latewood",0.505247122545701,0.173478655767484,0.527203711514129,0.506048387096774,0.488445378151261,NA,NA,0.165589935396124,0.36386241193535,0.394582881906826,0.343905635648755,0.183836084234491
"163",1991,NA,NA,NA,NA,NA,NA,0.402887139107612,0.734722222222222,NA,NA,NA,NA,NA
"164",1992,"earlywood",0.47684928979893,0.458167330677291,0.221263062244434,0.336583101207057,0.439823566477631,NA,NA,0.382914572864322,0.0819795051237191,0.115277409078843,0.379361179361179,0.124830473494899
"165",1992,"latewood",0.572613405551794,0.403723887375113,0.330662167861662,0.579493087557604,0.488445378151261,NA,NA,0.0999659979598776,0.210526315789474,0.32112676056338,0.565923984272608,0.233921457029027
"166",1992,NA,NA,NA,NA,NA,NA,0.360892388451444,0.765277777777778,NA,NA,NA,NA,NA
"167",1993,"earlywood",0.351780114370042,0.265224815025612,0.269877328487051,0.1080547818013,0.186515437933207,NA,NA,0.393467336683417,0.0739815046238441,0.00982213963366075,0.150532350532351,0.0149772981897518
"168",1993,"latewood",0.405044008124577,0.172570390554042,0.160691691269507,0.414746543778802,0.599789915966387,NA,NA,0.114926895613737,0.162453377538334,0.252221018418202,0.24954128440367,0.0868525896414342
"169",1993,NA,NA,NA,NA,NA,NA,0.208005249343832,0.881944444444445,NA,NA,NA,NA,NA
"170",1994,"earlywood",0.296993174691016,0.638588503130336,0.336665152203544,0.171889507892293,0.426591052299937,NA,NA,0.425628140703518,0.0819795051237191,0.108176267586939,0.302866502866503,0.118580104959019
"171",1994,"latewood",0.257955314827353,0.143960036330609,0.196541543652467,0.28081797235023,0.332983193277311,NA,NA,0.129207752465148,0.232490675507667,0.298158179848321,0.315858453473132,0.132726237905521
"172",1994,NA,NA,NA,NA,NA,NA,0.360892388451444,0.4125,NA,NA,NA,NA,NA
"173",1995,"earlywood",0.300866998708725,0.577689243027888,0.374829622898682,0.329155060352832,0.466918714555766,NA,NA,0.446733668341709,0.05023744063984,0.060459251393682,0.209336609336609,0.0673388761129784
"174",1995,"latewood",0.423155044008124,0.0681198910081744,0.312948123154787,0.372119815668203,0.466386554621849,NA,NA,0.309078544712683,0.223580605055947,0.284290357529794,0.304849279161206,0.115879339783722
"175",1995,NA,NA,NA,NA,NA,NA,0.416666666666667,0.794444444444444,NA,NA,NA,NA,NA
"176",1996,"earlywood",0.378896882494005,0.915765509391007,0.596547024079964,0.491411327762303,0.439823566477631,NA,NA,0.372361809045226,0.0608597850537366,0.153172285638439,0.202457002457002,0.078660298366649
"177",1996,"latewood",0.641503046716317,0.393732970027248,0.616195698017714,0.439228110599078,0.599789915966387,NA,NA,0.431145868752125,0.162246166597596,0.421885157096425,0.160681520314548,0.062720546385885
"178",1996,NA,NA,NA,NA,NA,NA,0.444225721784777,1,NA,NA,NA,NA,NA
"179",1997,"earlywood",0.484412470023981,0.988616960728514,0.692412539754657,1,1,NA,NA,0.308542713567839,0.0926018495376156,0.0998141757366605,0.181490581490582,0.0498850168052362
"180",1997,"latewood",0.849526066350711,0.673024523160763,0.946436102910165,0.262384792626728,0.422268907563025,NA,NA,0.661679700782047,0.144633236634894,0.380715059588299,0.260550458715596,0.115765509391007
"181",1997,NA,NA,NA,NA,NA,NA,0.819553805774278,0.736111111111111,NA,NA,NA,NA,NA
"182",1998,"earlywood",0.496218409887475,1,1,0.884401114206128,0.907372400756144,NA,NA,0.371859296482412,0.05023744063984,0.0899256702946642,0.105487305487306,0.089804823397606
"183",1998,"latewood",0.673832092078538,0.682561307901907,0.589624630957402,0.317108294930876,0.332983193277311,NA,NA,0.316218973138388,0.192913385826772,0.178981581798483,0.288073394495413,0.118269778030734
"184",1998,NA,NA,NA,NA,NA,NA,0.708005249343832,0.618055555555556,NA,NA,NA,NA,NA
"185",1999,"earlywood",0.421877882309537,0.553784860557769,0.481144934120854,0.351323119777159,0.67989918084436,NA,NA,0.265829145728643,0.0792301924518871,0.0282054685426069,0.0430794430794431,0.0461701751282505
"186",1999,"latewood",0.358496953283683,0.423251589464124,0.535217207929144,0.920794930875576,0.689075630252101,NA,NA,0.25127507650459,0.294032324906755,0.187865655471289,0.160681520314548,0.0893568582811611
"187",1999,NA,NA,NA,NA,NA,NA,0.666666666666667,0.970833333333333,NA,NA,NA,NA,NA
"188",2000,"earlywood",0.480723113816639,0.614114968696642,0.528850522489777,0.395427112349118,0.480151228733459,NA,NA,0.223115577889447,0.0978505373656586,0.040748606318025,0,0.0711716492717731
"189",2000,"latewood",0.534021665538253,0.422797456857402,0.500210881484606,0.506048387096774,0.64390756302521,NA,NA,0.150629037742265,0.228139245752176,0.165113759479957,0.115334207077326,0.101422879908936
"190",2000,NA,NA,NA,NA,NA,NA,0.471784776902887,0.765277777777778,NA,NA,NA,NA,NA
