"","series","day","doy","shrink_start","shrink_end","shrink_dur","shrink_amp","shrink_slope","exp_start","exp_end","exp_dur","exp_amp","exp_slope","phase_class"
"1","CEN5180",2023-01-30,30,2023-01-27 05:45:00,2023-01-30 19:15:00,5130,-21,-5.43863656826899e-05,NA,NA,NA,NA,NA,NA
"2","CEN5180",2023-02-01,32,NA,NA,NA,NA,NA,2023-01-30 19:15:00,2023-02-01 00:15:00,1740,4,1.73337929036678e-05,NA
"3","CEN5180",2023-02-15,46,NA,NA,NA,NA,NA,2023-02-14 13:00:00,2023-02-15 14:45:00,1545,2,1.29153478667935e-05,NA
"4","CEN5180",2023-02-17,48,NA,NA,NA,NA,NA,2023-02-15 18:00:00,2023-02-17 07:30:00,2250,3,1.61612640873887e-05,NA
"5","CEN5180",2023-02-18,49,NA,NA,NA,NA,NA,2023-02-17 15:00:00,2023-02-18 02:45:00,705,2,3.67877647514517e-05,NA
"6","CEN5180",2023-02-23,54,2023-02-22 15:00:00,2023-02-23 23:15:00,1935,-7,-3.40939609536626e-05,NA,NA,NA,NA,NA,NA
"7","CEN5180",2023-02-26,57,NA,NA,NA,NA,NA,2023-02-25 19:30:00,2023-02-26 23:15:00,1665,6,3.9715758742299e-05,NA
"8","CEN5180",2023-03-02,61,2023-02-26 23:15:00,2023-03-02 17:00:00,5385,-41,-0.000143388023398596,NA,NA,NA,NA,NA,NA
"9","CEN5180",2023-03-03,62,2023-03-03 02:00:00,2023-03-03 17:45:00,945,-4,-4.296398046398e-05,2023-03-02 17:00:00,2023-03-03 02:00:00,540,5,9.74658869399348e-05,NA
"10","CEN5180",2023-03-04,63,NA,NA,NA,NA,NA,2023-03-03 17:45:00,2023-03-04 00:45:00,420,4,0.000106185002736784,NA
"11","CEN5180",2023-03-06,65,2023-03-04 00:45:00,2023-03-06 18:30:00,3945,-15,-4.61850008804144e-05,NA,NA,NA,NA,NA,NA
"12","CEN5180",2023-03-07,66,2023-03-07 02:45:00,2023-03-07 16:00:00,795,-3,-1.66867839823153e-05,2023-03-06 18:30:00,2023-03-07 02:45:00,495,6,0.000178253119428553,NA
"13","CEN5180",2023-03-08,67,NA,NA,NA,NA,NA,2023-03-07 16:00:00,2023-03-08 05:30:00,810,8,0.000198813532146532,NA
"14","CEN5180",2023-03-09,68,2023-03-08 05:30:00,2023-03-09 16:30:00,2100,-9,-7.09695525398687e-05,NA,NA,NA,NA,NA,NA
"15","CEN5180",2023-03-10,69,2023-03-10 09:15:00,2023-03-10 19:45:00,630,-2,-4.21155072319685e-05,2023-03-09 16:30:00,2023-03-10 09:15:00,1005,4,5.33139926981926e-05,1
"16","CEN5180",2023-03-16,75,NA,NA,NA,NA,NA,2023-03-10 19:45:00,2023-03-16 06:00:00,7815,12,2.06298738291876e-05,NA
"17","CEN5180",2023-03-18,77,NA,NA,NA,NA,NA,2023-03-16 18:00:00,2023-03-18 03:00:00,1980,4,1.56032324139139e-05,NA
"18","CEN5180",2023-03-19,78,2023-03-18 03:00:00,2023-03-19 00:15:00,1275,-2,-1.20760413226935e-05,NA,NA,NA,NA,NA,NA
"19","CEN5180",2023-03-27,86,NA,NA,NA,NA,NA,2023-03-25 13:30:00,2023-03-27 08:15:00,2565,4,1.06087012575608e-05,NA
"20","CEN5180",2023-04-28,118,2023-04-26 04:30:00,2023-04-28 22:00:00,3930,-7,-2.69350252297829e-05,NA,NA,NA,NA,NA,NA
"21","CEN5180",2023-04-29,119,NA,NA,NA,NA,NA,2023-04-28 22:00:00,2023-04-29 06:45:00,525,2,4.79050479050438e-05,NA
"22","CEN5180",2023-04-30,120,2023-04-29 06:45:00,2023-04-30 01:15:00,1110,-5,-6.33475580838113e-05,2023-04-30 01:15:00,2023-04-30 08:30:00,435,3,7.48980348536529e-05,NA
"23","CEN5180",2023-05-02,122,2023-05-02 09:00:00,2023-05-02 22:15:00,795,-2,-1.07151176333557e-05,2023-04-30 20:15:00,2023-05-02 09:00:00,2205,3,1.46859638710158e-05,NA
"24","CEN5180",2023-05-03,123,2023-05-03 10:30:00,2023-05-03 20:00:00,570,-3,-4.70085470085446e-05,2023-05-02 22:15:00,2023-05-03 10:30:00,735,3,6.18380685608873e-05,1
"25","CEN5180",2023-05-10,130,2023-05-10 14:00:00,2023-05-10 23:00:00,540,-3,-2.68689742373845e-05,2023-05-06 09:15:00,2023-05-10 14:00:00,6045,7,1.38078415873911e-05,1
"26","CEN5180",2023-05-11,131,NA,NA,NA,NA,NA,2023-05-10 23:00:00,2023-05-11 07:45:00,525,2,2.33090233090243e-05,NA
"27","CEN5180",2023-05-12,132,2023-05-11 07:45:00,2023-05-12 21:00:00,2235,-6,-1.74447259384547e-05,NA,NA,NA,NA,NA,NA
"28","CEN5180",2023-05-13,133,NA,NA,NA,NA,NA,2023-05-12 21:00:00,2023-05-13 06:30:00,570,3,6.07287449399483e-05,NA
"29","CEN5180",2023-05-14,134,2023-05-13 06:30:00,2023-05-14 01:45:00,1155,-5,-7.03656399858694e-05,2023-05-14 01:45:00,2023-05-14 10:15:00,510,3,9.83504512900085e-05,NA
"30","CEN5180",2023-05-14,134,2023-05-14 10:15:00,2023-05-14 22:15:00,720,-3,-5.49886621315177e-05,NA,NA,NA,NA,NA,NA
"31","CEN5180",2023-05-15,135,NA,NA,NA,NA,NA,2023-05-14 22:15:00,2023-05-15 10:00:00,705,4,9.86032710985418e-05,NA
"32","CEN5180",2023-05-29,149,2023-05-29 15:15:00,2023-05-29 21:00:00,345,-1,-1.11111111117079e-05,2023-05-15 19:30:00,2023-05-29 15:15:00,19905,125,0.00010836466746469,1
"33","CEN5180",2023-06-21,172,NA,NA,NA,NA,NA,2023-05-29 21:00:00,2023-06-21 19:30:00,33030,202,0.000103108900824226,NA
"34","CEN5180",2023-06-22,173,2023-06-21 19:30:00,2023-06-22 02:15:00,405,-2,-3.10162379130128e-05,2023-06-22 02:15:00,2023-06-22 20:45:00,1110,5,6.62083135762751e-05,NA
"35","CEN5180",2023-06-30,181,NA,NA,NA,NA,NA,2023-06-22 23:00:00,2023-06-30 19:15:00,11295,58,8.23245100532088e-05,NA
"36","CEN5180",2023-07-01,182,2023-06-30 19:15:00,2023-07-01 03:30:00,495,-2,-2.13903743316292e-05,NA,NA,NA,NA,NA,NA
"37","CEN5180",2023-07-02,183,NA,NA,NA,NA,NA,2023-07-01 03:30:00,2023-07-02 19:45:00,2415,17,9.85565580559082e-05,NA
"38","CEN5180",2023-07-03,184,NA,NA,NA,NA,NA,2023-07-03 02:45:00,2023-07-03 21:00:00,1095,7,9.73631165413119e-05,NA
"39","CEN5180",2023-07-04,185,2023-07-03 21:00:00,2023-07-04 03:30:00,390,-2,-3.32383665716614e-05,2023-07-04 03:30:00,2023-07-04 18:15:00,885,8,0.00013454354604617,NA
"40","CEN5180",2023-07-05,186,NA,NA,NA,NA,NA,2023-07-05 03:15:00,2023-07-05 19:00:00,945,9,0.000169973544973546,NA
"41","CEN5180",2023-07-06,187,2023-07-05 19:00:00,2023-07-06 03:00:00,480,-2,-3.97355912067285e-05,2023-07-06 03:00:00,2023-07-06 19:15:00,975,9,0.000144823667211573,NA
"42","CEN5180",2023-07-08,189,NA,NA,NA,NA,NA,2023-07-07 03:45:00,2023-07-08 20:00:00,2415,18,9.06375346966431e-05,NA
"43","CEN5180",2023-07-09,190,2023-07-08 20:00:00,2023-07-09 02:00:00,360,-2,-2.05128205128827e-05,NA,NA,NA,NA,NA,NA
"44","CEN5180",2023-07-10,191,NA,NA,NA,NA,NA,2023-07-09 02:00:00,2023-07-10 19:00:00,2460,18,0.000113818169944918,NA
"45","CEN5180",2023-07-11,192,NA,NA,NA,NA,NA,2023-07-11 04:00:00,2023-07-11 18:45:00,885,6,9.37297397422735e-05,NA
