"","series","ts","value","max","twd","gro_yr","frost","flags","version","yr","gro_tot"
"1","651",2022-10-01 01:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"2","651",2022-10-01 02:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"3","651",2022-10-01 03:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"4","651",2022-10-01 04:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"5","651",2022-10-01 05:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"6","651",2022-10-01 06:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"7","651",2022-10-01 07:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"8","651",2022-10-01 08:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"9","651",2022-10-01 09:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"10","651",2022-10-01 10:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"11","651",2022-10-01 11:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"12","651",2022-10-01 12:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"13","651",2022-10-01 13:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"14","651",2022-10-01 14:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"15","651",2022-10-01 15:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"16","651",2022-10-01 16:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"17","651",2022-10-01 17:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"18","651",2022-10-01 18:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"19","651",2022-10-01 19:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"20","651",2022-10-01 20:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"21","651",2022-10-01 21:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"22","651",2022-10-01 22:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"23","651",2022-10-01 23:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"24","651",2022-10-02,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"25","651",2022-10-02 01:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"26","651",2022-10-02 02:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"27","651",2022-10-02 03:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"28","651",2022-10-02 04:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"29","651",2022-10-02 05:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"30","651",2022-10-02 06:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"31","651",2022-10-02 07:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"32","651",2022-10-02 08:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"33","651",2022-10-02 09:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"34","651",2022-10-02 10:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"35","651",2022-10-02 11:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"36","651",2022-10-02 12:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"37","651",2022-10-02 13:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"38","651",2022-10-02 14:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"39","651",2022-10-02 15:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"40","651",2022-10-02 16:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"41","651",2022-10-02 17:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"42","651",2022-10-02 18:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"43","651",2022-10-02 19:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"44","651",2022-10-02 20:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"45","651",2022-10-02 21:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"46","651",2022-10-02 22:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"47","651",2022-10-02 23:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"48","651",2022-10-03,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"49","651",2022-10-03 01:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"50","651",2022-10-03 02:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
"51","651",2022-10-03 03:00:00,NA,NA,NA,NA,NA,NA,"0.1.4","2022",NA
